0 ['ddr', 'berlin', 'westen', 'wende', 'osten', 'mauer', 'eltern', 'westberlin', 'prinzip', 'relativ', 'lachen', 'erinnern', 'spannend', 'zeit', 'grenze', 'kind', 'passieren', 'ostberlin', 'erleben', 'interessant', 'merken', '89', 'freund', 'mitbekommen', 'familie', 'super', 'stadt', 'kennen', 'rüber', 'dresden', 'west', 'berliner', 'kontakt', 'stasi', 'politisch', 'richtung', 'spät', 'westdeutschland', 'gefühl', 'drüben', 'richtig', 'leipzig', 'system', 'land', 'wiedervereinigung', 'normal', 'besuchen', 'angucken', 'wahnsinnig', 'echt', 'straße', 'mitkriegen', 'reisen', 'ahnung', 'auto', 'bild', 'unterschied', 'fühlen', 'deutschland', 'welt', 'komisch', 'ost', 'überlegen', 'wussen', 'schule', 'westdeutsch', '90', 'aufarbeitung', 'mittlerweile', 'verändern', 'wahrnehmen', 'aufwachsen', 'bewusst', 'ddrzeit', 'mauerfall', 'fernsehen', 'schön', 'besuch', 'lustig', 'offen', 'wohnen', 'fallen', 'geschichte', 'wendezeit', 'ehemalig', 'bundesland', 'westberliner', 'kreuzberg', 'job', 'ungarn', 'unterhalten', 'bundesrepublik', 'damalig', 'verwandtschaft', 'empfinden', 'zuhause', '1990', 'jugendlich', 'irgendwelcher', 'konstanz']
77 ['wohnung', 'zimmer', 'wohnen', 'haus', 'küche', 'gewohnen', 'bett', 'kind', 'schlafzimmer', 'schlafen', 'eltern', 'wohnzimmer', 'familie', 'schön', 'raum', 'möbel', 'tür', 'keller', 'fenster', 'einziehen', 'etage', 'mutter', 'bad', 'einrichten', 'kaufen', 'bauen', 'treppe', 'räume', 'umziehen', 'straße', 'schrank', 'spät', 'tisch', 'gehören', 'flur', 'toilette', 'platz', 'zweiter', 'hof', 'gewohnt', 'nachbar', 'ausziehen', 'ecke', 'stock', 'quadratmeter', 'wand', 'zeit', 'dach', 'kinderzimmer', 'schwester', 'anfang', 'mieten', 'vermieten', 'tochter', 'richtig', 'dritter', 'kochen', 'beschreiben', 'eng', 'heiraten', 'miete', 'zimmern', 'badezimmer', 'räumen', 'balkon', 'schlief', 'gemeinsam', 'mussen', 'boden', 'unterbringen', 'woche', 'tag', 'couch', 'nett', 'wohnn', 'abends', 'wohnraum', 'licht', 'stühl', 'heizung', 'ofen', 'ausgebombt', 'herd', 'nähe', 'stube', 'sofa', 'matratze', 'ehepaar', 'bruder', 'abschließen', 'benutzen', 'glück', 'zweieinhalb', 'hälfte', 'ausgezogen', 'wohnungsamt', 'treppenhaus', 'garten', 'geschlafen', 'normal']

78 ['zeitung', 'herr', 'westfalenpost', 'verlag', 'redaktion', 'sträter', 'artikel', 'hagen', 'weiss', 'journalist', 'redakteur', 'chefredakteur', 'druckerei', 'westfälisch', 'nachricht', 'soest', 'lizenz', 'drucken', 'butz', 'hanke', 'handelsblatt', 'lensing', 'rundschau', 'presse', 'dr', 'verleger', 'westdruck', 'ausgabe', 'anzeige', 'richtig', 'lachend', 'druck', 'dortmund', 'papier', 'vogel', 'zeitschrift', 'freiheit', 'kurier', 'schmelzer', 'altverleger', 'siegen', 'redakteure', 'technik', 'pesch', 'technisch', 'volkszeitung', 'deutsch', 'herrn', 'blatt', 'politisch', 'lachen', 'herausgeben', 'schließen', 'lippstadt', 'auflage', 'rheinisch', 'leser', 'gebiet', 'ruhrnachricht', 'hamm', 'peukert', 'betrieb', 'spät', 'anfang', 'mitarbeiter', 'heisst', 'sogenannter', 'gehören', 'meldung', 'gustav', 'tageszeitung', 'schwierigkeit', 'wirtschaft', 'engländer', 'kölnisch', 'vertrag', 'million', 'doktor', '49', 'herausgeber', 'markt', 'bathey', 'verlage', 'wahr', 'post', 'düsseldorf', 'übernehmen', 'brite', 'nationalzeitung', 'wirtschaftlich', 'volontariat', '1949', 'journalistisch', 'olpe', 'lokalredakteur', 'westdeutsch', 'chef', 'abonnieren', 'lokal', 'hand']

79 ['lager', 'deutsch', 'deutsche', 'arbeit', 'erinnern', 'stadt', 'fabrik', 'baracke', 'deutschland', 'russe', 'franzose', 'essen', 'schicken', 'mensch', 'russisch', 'barack', 'mädchen', 'werk', 'tag', 'spät', 'polen', 'kriegsgefangen', 'fliehen', 'befreien', 'führen', 'amerikaner', 'pole', 'jungs', 'schlagen', 'wussten', 'verschieden', 'zeit', 'gefangener', 'schlecht', 'wohnen', 'dorf', 'kleidung', 'kantine', 'behandeln', 'brot', 'front', 'zimmer', 'trennen', 'stacheldraht', 'sowjetisch', 'arbeiter', 'nähe', 'nennen', 'konzentrationslager', 'zweiter', 'bauer', 'polizist', 'treiben', 'wald', 'ost', 'ukrainer', 'unterhalten', 'schauen', 'bewachen', 'befreiung', 'bestrafen', 'ort', 'italiener', 'ukraine', 'vergessen', 'waggon', 'beschreiben', 'kennen', 'karte', '1943', 'gefangen', 'angst', 'art', 'erlauben', 'soldat', 'lebensmittel', 'zeigen', 'tscheche', 'armee', 'zaun', 'dachau', 'gruppe', 'erfahren', 'befinden', 'geraten', 'zurückkehren', 'helfen', 'wache', 'unterbringen', 'truppe', 'zeichen', 'freiwillig', 'kriegsgefangener', 'gebäude', 'russland', '1945', 'mädels', 'kommandant', 'nirgendwohin', 'rot']

80 ['film', 'radio', 'fernsehen', 'kino', 'hören', 'erinnern', 'zeit', 'gehören', 'fernseher', 'zeitung', 'sendung', 'nachricht', 'gerne', 'spät', 'zeigen', 'musik', 'sender', 'reden', 'drehen', 'interessiert', 'theater', 'krieg', 'schwarz', 'abends', 'programm', 'ansehen', 'abend', 'besonderer', 'volksempfänger', 'erinnerung', 'fünfziger', 'bild', 'wochenschau', 'rundfunk', 'kaufen', 'jugend', 'ipehefrau', '50er', 'apparat', 'amerikanisch', 'schauspieler', 'medium', 'zdf', 'filmen', 'propaganda', 'dritter', 'verbieten', 'westfernsehen', 'hauptsächlich', 'mitkriegen', 'tanzen', 'schmeling', 'mitbekommen', 'interessant', 'ereignis', 'verfolgen', 'olympiade', 'amerika', 'informieren', 'anschauen', 'max', 'angucken', 'deutschland', 'kassette', 'marika', 'eindruck', 'antenne', 'fallen', 'geraten', 'bbc', 'rolle', 'fernsehapparat', 'karte', 'mode', 'rede', 'englisch', 'bunt', 'unterhaltung', 'tagesschau', 'welt', 'schauspielerin', 'hintergrund', 'nachbar', 'inhalt', 'grün', 'beeindrucken', 'senden', 'anschaffen', 'übertragen', 'werbung', 'kosten', 'rias', '60er', 'heimat', 'roll', 'jugendlich', 'jugendliche', 'leander', 'erfinden', 'sport']

81 ['gefängnis', 'verhaften', 'zelle', 'tag', 'bautzen', 'verurteilen', 'entlassen', 'russe', 'spät', 'verhören', 'gefangener', 'einsperren', 'russisch', 'wussen', 'keller', 'unterschreiben', 'verhaftung', 'deutsch', 'offizier', 'polizei', 'werwolf', 'woche', 'erfahren', 'haft', 'verhör', 'sowjetisch', 'vernehmung', 'zeit', 'wussten', 'ddr', 'politisch', 'waldheim', 'cottbus', 'strafe', 'zuchthaus', 'stasi', 'halle', 'zellen', 'entlassung', 'nennen', 'westen', 'sogenannter', 'knast', 'gestapo', 'dresden', 'saal', 'kontakt', 'polizist', 'ehemalig', 'dolmetscherin', '25', 'spion', 'kennen', 'protokoll', 'gruppe', 'lager', 'rot', 'abholen', 'vernehmen', 'gehören', 'berlin', 'spitzel', 'grund', 'tür', 'dritter', 'nkwd', 'schlimm', 'einzelhaft', 'inhaftieren', 'spremberg', 'brandenburg', 'volkspolizei', 'verhöre', 'erschießen', 'kriminell', 'denunzieren', 'wand', 'daraufhin', 'bautze', 'transport', 'schildern', 'freund', 'stunde', 'spionage', 'paket', 'versuchen', 'schlagen', 'dolmetsch', 'fenster', 'häftling', 'posten', 'behandeln', 'arrest', 'nachts', 'westberlin', 'führen', 'verlegen', 'hoheneck', 'unterhalten', 'vorgelesen']

82 ['armee', 'soldat', 'offizier', 'waffe', 'militär', 'einheit', 'militärisch', 'general', 'bundeswehr', 'major', 'dienst', 'schießen', 'uniform', 'befehl', 'deutsch', 'leutnant', 'dienen', 'hauptmann', 'kompanie', 'kaserne', 'truppe', 'kommandeur', 'panzer', 'bataillon', 'tag', 'kommandant', 'oberleutnant', 'front', 'schicken', 'feldwebel', 'marschieren', 'gewehr', 'melden', 'ausbildung', 'kämpfen', 'pistole', 'oberst', 'rang', 'einziehen', 'normal', 'rot', 'einberufen', 'stellung', 'unteroffizier', 'auftrag', 'spät', 'wehrmacht', 'richtung', 'regiment', 'bewaffnet', 'sowjetisch', 'ausbilden', 'nennen', 'abteilung', 'posten', 'brigade', 'interessant', 'polizei', 'einsatz', 'antreten', 'aufgabe', 'erschießen', 'einsetzen', 'volksarmee', 'division', 'verteidigen', 'kommando', 'ordnung', 'übung', 'stab', 'munition', 'herr', 'marine', 'kampf', 'entlassen', 'gruppe', 'freiwillig', 'geschichte', 'rostock', 'erklären', 'aufnehmen', 'zivil', 'luftwaffe', 'national', 'reserve', 'oberstleutnant', 'befinden', 'wache', 'kommandantur', 'ehemalig', 'wehrdienst', 'dienstgrad', 'kamerad', 'verpflichten', 'leisten', 'objekt', 'karabiner', 'hingehen', 'militärdienst', 'kapitän']

83 ['russe', 'amerikaner', 'soldat', 'deutsch', 'russisch', 'krieg', 'tag', 'amerikanisch', 'offizier', 'engländer', 'angst', 'gefangenschaft', 'panzer', 'franzose', 'ami', 'erschießen', 'wussten', 'armee', 'straße', 'sowjetisch', 'passieren', 'truppe', 'lager', 'haus', 'deutsche', 'spät', '45', 'schießen', 'gehören', 'erleben', 'englisch', 'russland', 'besetzen', 'essen', 'gefangener', 'verstecken', 'zeit', 'front', 'dorf', 'schlimm', 'bevölkerung', 'ort', 'besatzung', 'vergewaltigen', 'uniform', '1945', 'hören', 'schwarz', 'zone', 'französisch', 'kriegsgefangen', 'marschieren', 'brücke', 'polen', 'kommandantur', 'letzter', 'kriegsend', 'bauer', 'keller', 'wussen', 'wagen', 'rot', 'gefangen', 'richtung', 'rüber', 'mussen', 'plündern', 'berlin', 'wald', 'bürgermeister', 'gewehr', 'neger', 'furchtbar', 'nazi', 'hitler', 'befreien', 'elbe', 'kaputt', 'waffe', 'kommandant', 'schokolade', 'glück', 'wehrmacht', 'grenze', 'pole', 'kämpfen', 'russen', 'versuchen', 'fahne', 'amerika', 'gegend', 'fremdarbeiter', 'erfahren', 'richtig', 'behandeln', 'gebiet', 'fahrrad', 'stadt', 'nah', 'schluss']

84 ['firma', 'betrieb', 'unternehmen', 'bauen', 'industrie', 'bereich', 'technisch', 'unternehmer', 'übernehmen', 'verkaufen', 'prozent', 'herstellen', 'entwicklung', 'aufbauen', 'mitarbeiter', 'wirtschaft', 'kunde', 'produzieren', 'betreiben', 'chef', 'wirtschaftlich', 'frage', 'geschäftsführer', 'million', 'bank', 'gründen', 'interessant', 'auftrag', 'vernünftig', 'geschäft', 'geschichte', 'gehören', 'maschine', 'aufgabe', 'tätigkeit', 'liefern', 'markt', 'führen', 'herr', 'technik', 'werk', 'verhältnis', 'produktion', 'entwickeln', 'siemens', 'organisation', 'nennen', 'deutschland', 'kohle', 'ausland', 'beschäftigen', 'kriege', 'selbständig', 'branche', 'produkt', 'wesentlich', 'sohn', 'schließen', 'funktionieren', 'handelskammer', 'richtig', '50', 'vorstand', 'anfang', 'einsetzen', 'gesellschaft', 'kaputt', 'staat', 'preis', 'kraftwerk', 'todt', 'menge', 'investieren', 'vertrag', 'lage', 'vorhanden', 'problem', 'stahlwerk', 'relativ', 'mittelständisch', 'gesamt', 'sogenannter', 'modell', 'pleite', 'gebiet', 'fertigung', 'schwierigkeit', 'einstellen', 'anteil', 'konkurrenz', 'modern', 'unmittelbar', 'konzern', 'reusch', 'stahl', 'beschäftigter', 'vw', 'form', 'export', 'ingenieur']

85 ['flüchtling', 'ort', 'leipzig', 'berlin', 'dorf', 'dresden', 'westen', 'heimat', 'grenze', 'thüringen', 'wohnen', 'stadt', 'flucht', 'bauer', 'sachsen', 'kilometer', 'hamburg', '45', 'hannover', 'drüben', 'schlesien', 'bad', 'mutter', 'tag', 'flüchten', 'familie', 'ostpreuß', 'richtung', 'rüber', 'woche', 'kennen', 'osten', 'schön', 'schwerin', 'mecklenburg', 'gegend', 'weimar', 'aufnehmen', 'kreis', 'gehören', 'nähe', 'polen', 'magdeburg', 'bayern', 'schleswig', 'unterbringen', 'schwester', 'landen', 'bruder', 'wald', 'bremen', 'ddr', 'land', 'dörfer', 'stammen', 'vater', 'russe', 'erfurt', 'gebiet', 'treffen', 'fahrrad', 'eltern', 'halle', 'bauernhof', 'fuß', 'ostpreußen', 'evakuieren', 'unterwegs', 'gube', 'breslau', 'pommern', 'besuchen', 'schule', 'chemnitz', 'lachen', 'holstein', 'jena', 'niedersachsen', 'ehemalig', 'braunschweig', 'polnisch', 'fremd', 'sogenannter', 'zug', 'erzgebirge', 'verlassen', 'bahnhof', 'essen', 'brandenburg', 'elbe', 'thüringer', 'mussen', 'damalig', 'möglichkeit', 'ecke', 'norden', 'einheimisch', 'zuhause', 'stettin', 'lager']

86 ['tag', 'stunde', 'woche', 'abends', 'morgens', 'zeit', 'arbeit', 'essen', 'abend', 'schlafen', 'bett', 'spät', 'nachts', 'nachmittags', 'mittags', 'aufstehen', 'urlaub', 'sonntags', 'minute', 'mittag', 'wochenende', 'nachmittag', 'dauern', 'schön', 'elf', 'mussen', 'mittagessen', 'warten', 'letzter', 'samstags', 'unterwegs', 'viertel', 'tagsüber', 'gegessen', 'normal', 'zweimal', 'frühstück', 'fangen', 'schicht', 'arbeitszeit', 'tisch', 'zweiter', 'vierzehn', 'wecken', 'nachtschicht', 'dritter', 'müde', 'telefon', 'feierabend', 'winter', 'zimmer', 'schlecht', 'abholen', 'dreimal', 'anderthalb', 'dienst', 'schluss', 'montags', 'schwer', 'fahrrad', 'vorbereiten', 'schaffen', 'sommer', 'zuhause', 'freizeit', 'freitags', 'hart', 'hören', '24', '25', 'extra', 'ruhe', 'wetter', 'vormittag', 'kaffee', 'trinken', 'abendbrot', 'schlaf', 'feri', 'hinlegen', 'wach', 'wechseln', 'anfang', 'versuchen', 'stimmen', 'dunkel', 'vergessen', 'beschäftigen', 'schlimm', 'vormittags', 'zählen', 'fuß', 'anrufen', 'termin', 'gott', 'erledigen', 'rufen', 'moment', 'warm', 'hingehen']

87 ['kontakt', 'freund', 'treffen', 'kennen', 'zeit', 'freundin', 'wohnen', 'mädchen', 'familie', 'spät', 'besuchen', 'schön', 'beziehung', 'freundschaft', 'nett', 'eltern', 'lernen', 'verhältnis', 'mensch', 'eng', 'unterhalten', 'gerne', 'einladen', 'richtig', 'gehören', 'verbindung', 'befreundet', 'gemeinsam', 'gruppe', 'reden', 'wussen', 'erinnern', 'hören', 'untereinander', 'nachbar', 'frage', 'liebe', 'helfen', 'kreis', 'tanzen', 'heiraten', 'interessant', 'organisieren', 'jungs', 'ergeben', 'gegenseitig', 'kollege', 'trennen', 'fühlen', 'problem', 'verschieden', 'tag', 'freundinn', 'woche', 'alter', 'letzter', 'fest', 'abends', 'jugend', 'offen', 'befreunden', 'zuhause', 'besuch', 'essen', 'nah', 'hingehen', 'abend', 'anfang', 'aufnehmen', 'selten', 'nachbarschaft', 'freundeskreis', 'haus', 'besonderer', 'unterschied', 'gemeinschaft', 'bekanntenkreis', 'lieben', 'streng', 'bekanntschaft', 'stadt', 'verheiraten', 'privat', 'auseinander', 'schule', 'pflegen', 'veranstaltung', 'ansprechen', 'feiern', 'nähe', 'gespräch', 'unheimlich', 'gott', 'hauptsächlich', 'freizeit', 'fallen', 'ausgehen', 'freundschaftlich', 'bestimmen', 'versuchen']

88 ['vater', 'mutter', 'familie', 'großvater', 'großmutter', 'kind', 'onkel', 'eltern', 'oma', 'sterben', 'großeltern', 'opa', 'krieg', 'schwester', 'tante', 'bruder', 'gebären', 'haus', 'weltkrieg', 'großelter', 'heiraten', 'kennen', 'erinnern', 'stammen', 'mütterlicherseits', 'dorf', 'väterlicherseits', 'wohnen', 'hof', 'spät', 'sohn', 'tant', 'geschwister', 'zeit', 'zweiter', 'erinnerung', 'kindheit', 'söhne', 'brüder', 'cousin', 'fallen', 'verwandtschaft', 'schule', 'generation', 'bauernhof', 'land', 'reich', 'nennen', 'lernen', 'richtig', 'geschichte', 'nähe', 'urgroßvater', 'tod', 'elternhaus', 'gewohnen', 'vorfahren', 'stiefvater', 'üblich', 'haushalt', 'relativ', 'mütterlich', 'töchter', 'anfang', 'ostpreuß', 'cousine', 'erben', 'aufwachsen', 'verwandter', 'vetter', 'verstorben', 'ort', 'besuchen', 'verwandt', 'thüringen', 'übernehmen', 'gehören', 'urgroßmutter', 'väterlich', 'tochter', 'versterben', 'verheiraten', 'kaufmann', 'geschäft', 'arm', 'kümmern', 'landwirtschaft', 'gegend', 'mühle', 'eng', 'elf', 'geboren', 'interessant', 'schlesien', 'tot', 'bauer', 'beziehung', 'verlieren', 'geburt', 'dienen']

89 ['papier', 'schicken', 'tag', 'unterschreiben', 'melden', 'post', 'wussen', 'telefon', 'adresse', 'spät', 'antrag', 'anrufen', 'ausweis', 'unterlage', 'polizei', 'dokument', 'rot', 'liste', 'zeigen', 'entlassen', 'rufen', 'pass', 'warten', 'nummer', 'büro', 'zettel', 'bescheinigung', 'kennen', 'kreuz', 'zeit', 'karte', 'herr', 'woche', 'abgeben', 'bescheid', 'stelle', 'aufnehmen', 'unterschrift', 'arbeit', 'erfahren', 'wussten', 'eintragen', 'bitten', 'stempel', 'anmelden', 'behörde', 'angeben', 'chef', 'ausfüllen', 'ausstellen', 'erklären', 'ordnung', 'helfen', 'berlin', 'mitteilen', 'beantragen', 'bestellen', 'führen', 'aufgeschrieben', 'ankommen', 'hingehen', 'genehmigung', 'paket', 'kontrollieren', 'grund', 'bestätigen', 'abholen', 'schriftlich', 'versuchen', 'registrieren', 'hand', 'antworten', 'vorlegen', 'amt', 'nennen', 'telefonieren', 'geschickt', 'angabe', 'erledigen', 'hilfe', 'postkarte', 'beamter', 'leiter', 'abteilung', 'polizist', 'informieren', 'frage', 'einreichen', 'arbeitsamt', 'formular', 'schein', 'prüfen', 'zuständig', 'urlaub', 'wenden', 'übergeben', 'verlassen', 'schreib', 'genehmigen', 'nachricht']

90 ['schlagen', 'tag', 'hören', 'schauen', 'deutsch', 'tür', 'hund', 'straße', 'angst', 'verstecken', 'werfen', 'erinnern', 'fenster', 'fallen', 'wald', 'hand', 'soldat', 'kopf', 'rannen', 'rufen', 'mädchen', 'führen', 'springen', 'nachts', 'deutsche', 'auge', 'schießen', 'arm', 'öffnen', 'schreien', 'bein', 'weinen', 'erschießen', 'zweiter', 'polizei', 'polizist', 'boden', 'treiben', 'haus', 'passieren', 'spät', 'wussten', 'wasser', 'schlafen', 'abend', 'schrecklich', 'platz', 'richtung', 'hof', 'mensch', 'zeigen', 'stock', 'warten', 'versuchen', 'reihe', 'treten', 'fliehen', 'rücken', 'fangen', 'schaffen', 'stelle', 'nah', 'offen', 'fuß', 'treffen', 'tor', 'essen', 'gesicht', 'tot', 'stecken', 'gott', 'rennen', 'berg', 'töten', 'stadt', 'dunkel', 'wagen', 'dorf', 'geh', 'zaun', 'art', 'ecke', 'packen', 'luft', 'bewegen', 'klopfen', 'fest', 'wussen', 'gewehr', 'nähe', 'pistole', 'fliegen', 'schließen', 'blut', 'dritter', 'meter', 'schrie', 'klettern', 'schnee', 'toilette']

91 ['zeit', '45', 'krieg', '48', '46', '47', '49', '50', 'spät', 'anfang', '52', '1950', '53', '51', '50er', 'lachen', '1945', '55', '54', 'erinnern', '1948', 'währungsreform', '1946', '1949', 'aufbauen', '1947', 'gefangenschaft', 'nachkriegszeit', '56', 'heiraten', 'entlassen', '40', '1951', '57', 'normal', 'damalig', 'kriegsgefangenschaft', '44', 'stimmen', 'richtig', 'gründen', '1953', 'zone', '1952', 'schwer', '58', 'frage', 'zerstören', '1954', 'zurückkommen', 'zurückgekommen', 'fünfziger', 'kriege', 'herbst', 'zweiter', 'sogenannter', 'aufnehmen', 'engländer', 'relativ', 'bundesrepublik', 'schwiegervater', 'britisch', 'flüchtling', 'letzter', 'überlegen', '1955', 'auflösen', 'verhältnis', 'schwierigkeit', 'sowjetisch', '40er', 'beruf', 'erinnerung', 'fangen', 'unmittelbar', 'kriegsend', 'verbindung', 'ausgebombt', 'drüben', 'englisch', '59', 'einsetzen', 'aufbau', 'mitte', 'frühjahr', 'gründung', 'sommer', 'gott', 'moment', 'ddr', 'vergessen', 'land', 'erwähnen', 'adenauer', 'rechnen', 'besatzungszone', 'weihnachten', 'entsinnen', 'möglichkeit', 'gebären']

92 ['fünfzehn', 'fünfzig', 'vierzig', 'sechzehn', 'vierzehn', 'prozent', 'achtzehn', 'sechzig', 'siebzehn', 'siebzig', 'dreizehn', 'fünfundzwanzig', 'achtzig', 'fünfziger', 'neunzehn', 'dreihundert', 'fünfundvierzig', 'mensch', 'vierhundert', 'zweihundert', 'sechziger', 'neunzig', 'fünfhundert', 'einundzwanzig', 'wahr', 'anfang', 'zweiter', 'elf', 'herr', 'moment', 'kilometer', 'zweitausend', 'zweiundzwanzig', 'fünfundsechzig', 'hälfte', 'hundertfünfzig', 'achtundvierzig', 'vierundzwanzig', 'meter', 'damaskus', 'mitte', 'alter', 'dreiundzwanzig', 'siebziger', 'toi', 'fünfunddreißig', 'sechsundzwanzig', 'sechshundert', 'dauern', 'geschichte', 'siebenundzwanzig', 'dreißiger', 'achtundzwanzig', 'sechsundfünfzig', 'komma', 'fünfundfünfzig', 'dreitausend', 'zurückkommen', 'dienst', 'dreiundvierzig', 'einundvierzig', 'knapp', 'schlag', 'zweiundfünfzig', 'fünftausend', 'öffentlich', 'zehntausend', 'hundertzwanzig', 'null', 'siebenundvierzig', 'achtunddreißig', 'sechsundvierzig', 'siebenunddreißig', 'zweieinhalb', 'zweiundsechzig', 'treten', 'vierundfünfzig', 'siebenhundert', 'zwischendurch', 'fünfundsiebzig', 'minute', 'kosten', 'altenburg', 'liste', 'lebensjahr', 'anderthalb', 'lauf', 'einundsechzig', 'vierter', 'achtziger', 'neunundvierzig', 'auge', 'mittlerweile', 'vierundvierzig', 'souhier', 'zweiunddreißig', 'garnicht', 'zweimal', 'weimar', 'achthundert']

93 ['frage', 'zeit', 'richtig', 'versuchen', 'problem', 'gewiß', 'politisch', 'art', 'meinung', 'rolle', 'mensch', 'sinn', 'möglichkeit', 'führen', 'gespräch', 'gehören', 'situation', 'verschieden', 'geschichte', 'weise', 'grunde', 'entwicklung', 'erfahrung', 'letzter', 'form', 'spät', 'grund', 'entwickeln', 'ändern', 'bereich', 'unterschiedlich', 'richtung', 'verhältnis', 'merken', 'anfang', 'erleben', 'gruppe', 'unterschied', 'diskussion', 'deutlich', 'diskutieren', 'offen', 'einzeln', 'interessant', 'passieren', 'falsch', 'nennen', 'besonderer', 'wesentlich', 'reden', 'positiv', 'vorstellung', 'gemeinsam', 'gedanke', 'zeigen', 'generation', 'eindruck', 'entscheidung', 'betreffen', 'erklären', 'relativ', 'absolut', 'auseinandersetzung', 'begriff', 'entstehen', 'schaffen', 'entscheiden', 'aufgabe', 'sogenannter', 'überlegen', 'interessiert', 'treffen', 'verändern', 'sozial', 'selbstverständlich', 'damalig', 'bewusst', 'bedeuten', 'ebene', 'konflikt', 'fallen', 'hören', 'erreichen', 'stattfinden', 'verhalten', 'wert', 'feststellen', 'beziehen', 'normal', 'fest', 'darstellen', 'fühlen', 'ziel', 'zusammenhang', 'kontakt', 'einfluss', 'empfinden', 'linie', 'gefühl', 'sicht']

94 ['mensch', 'krieg', 'gott', 'zeit', 'schwer', 'hören', 'schlecht', 'schlimm', 'reden', 'helfen', 'frage', 'welt', 'passieren', 'wussen', 'verlieren', 'volk', 'land', 'erleben', 'kind', 'angst', 'schuld', 'deutschland', 'fallen', 'kämpfen', 'geschichte', 'behandeln', 'geschehen', 'versuchen', 'wahr', 'sterben', 'fühlen', 'vergessen', 'kennen', 'schrecklich', 'menschlich', 'ehrlich', 'erfahren', 'zeigen', 'schaffen', 'gehören', 'leid', 'gefühl', 'stimmen', 'furchtbar', 'überleben', 'auge', 'meinung', 'hoffnung', 'böse', 'arm', 'lieben', 'erinnern', 'richtig', 'gedanke', 'familie', 'weise', 'wahrheit', 'treffen', 'ändern', 'ordnung', 'retten', 'leiden', 'schicksal', 'tod', 'hilfe', 'hoffen', 'freund', 'million', 'hart', 'lieb', 'situation', 'wussten', 'verhalten', 'letzter', 'feind', 'begreifen', 'hitler', 'frieden', 'erklären', 'bedeuten', 'umbringen', 'opfer', 'tag', 'hass', 'grund', 'nachdenken', 'jugend', 'führen', 'hand', 'seele', 'froh', 'sinn', 'spüren', 'erkennen', 'kopf', 'vertrauen', 'art', 'absolut', 'durchmachen', 'gelitten']

95 ['schule', 'klasse', 'lehrer', 'schüler', 'lernen', 'gymnasium', 'unterricht', 'lehrerin', 'kind', 'eltern', 'unterrichten', 'abitur', 'spät', 'mädchen', 'grundschule', 'schulzeit', 'erinnern', 'schuljahr', 'volksschule', 'besuchen', 'oberschule', 'zeit', 'zehnter', 'direktor', 'zweiter', 'vierter', 'fünfter', 'englisch', 'achter', 'realschule', 'geschichte', 'neunter', 'schlecht', 'mittelschule', 'deutsch', 'mathematik', 'sechster', 'stunde', 'dritter', 'richtig', 'schulleiter', 'einschulen', 'normal', 'prüfung', 'jungs', 'internat', 'latein', 'hauptschule', 'schülerin', 'streng', 'fach', 'gerne', 'französisch', 'siebter', 'rektor', 'fallen', 'beibringen', 'nennen', 'wechseln', 'sprache', 'studieren', 'russisch', 'mitschüler', 'letzter', 'fächer', 'ausbildung', 'mathe', 'klassenlehrer', 'note', 'zeugnis', 'schulklasse', 'physik', 'erinnerung', 'feri', 'schulrat', 'pädagogisch', 'versetzen', 'nachmittags', 'mussen', 'dorf', 'tafel', 'klassenkamerad', 'problem', 'kennen', 'rechnen', 'wussen', 'schülerinn', 'vater', 'schulhof', 'lehrerinn', 'schließen', 'hausaufgabe', 'aufsatz', 'abschluss', 'anfang', 'aufnahmeprüfung', 'bildung', 'chemie', 'oberstufe', 'mittlerer']

96 ['mädchen', 'arbeitsdienst', 'lachen', 'führerin', 'schön', 'transkript', 'stellung', 'gießen', 'sachten', 'einsatz', 'soldat', 'rot', 'uniform', 'lager', 'dienst', 'kriegshilfsdienst', 'scheinwerfer', 'führerinn', 'freiwillig', 'kameradschaft', 'bdm', 'sin', 'kreuz', 'pflichtjahr', 'ausbilden', 'batterie', 'neintaf', 'melden', 'einziehen', 'mussen', 'fräulein', 'nett', 'paris', 'einsetzen', 'springen', 'flak', 'bild', 'stelle', 'zimmer', 'gell', 'kameradin', 'kochen', 'urlaub', 'ausbildung', 'automatisch', 'interview', 'verbinden', 'fahne', 'dienststelle', 'käte', 'hättn', 'zusammenfassend', 'berlin', 'reichsarbeitsdienst', 'empfehlen', 'außendienst', 'gehören', 'nachrichtenhelferinn', 'margret', 'wehrmacht', 'sekunde', 'wien', 'hinweis', 'zeigen', 'froh', 'wörtlich', 'bauer', 'bergisch', 'foto', 'echt', 'erika', 'unterkunft', 'lehrgang', 'manuell', 'barack', 'auszüge', 'interviewpartnerin', 'furchtbar', 'audioaufzeichnung', 'wermelskirchen', 'navigieren', 'überlegen', 'arbeitsmaid', 'dorf', 'bordeaux', 'transkripts', 'kaserne', 'lagerleiterin', 'lotte', 'mitlauf', 'anfang', 'weiblich', 'maid', 'elle', 'deaktivieren', 'elfriede', 'einberufung', 'spind', 'nachrichtenhelferin', 'unterbringen']

