0 ['kirche', 'katholisch', 'evangelisch', 'pfarrer', 'kirchlich', 'christlich', 'pastor', 'religiös', 'gott', 'taufen', 'beten', 'religion', 'gemeinde', 'christ', 'gläubig', 'kind', 'mensch', 'katholik', 'jugendweihe', 'austreten', 'konfirmieren', 'zeit', 'konfirmation', 'gottesdienst', 'erziehen', 'religionsunterricht', 'bibel', 'eltern', 'rolle', 'gehören', 'priester', 'nennen', 'schule', 'predigen', 'bischof', 'streng', 'sonntags', 'fromm', 'jugend', 'gebet', 'heilig', 'geistlich', 'messe', 'kommunion', 'trauen', 'verbieten', 'besuchen', 'kaplan', 'glocke', 'papst', 'jesus', 'konfirmandenunterricht', 'taufe', 'gemeinschaft', 'mitglied', 'christus', 'schließen', 'kreuz', 'welt', 'hingehen', 'kloster', 'letzter', 'christentum', 'elternhaus', 'einstellung', 'gemeinsam', 'reich', 'kirchensteuer', 'konfessionell', 'protestantisch', 'fest', 'protestant', 'schön', 'erzogen', 'nonne', 'kindergottesdienst', 'ikonen', 'konfession', 'bindung', 'interessant', 'entscheiden', 'rom', 'andacht', 'läuten', 'bekennend', 'tisch', 'pater', 'theologie', 'verschieden', 'katholiken', 'versammlung', 'studieren', 'sekt', 'wert', 'erklären', 'ort', 'sünde', 'lernen', 'lehre', 'zwingen']
77 ['berlin', 'westberlin', 'mauer', 'berliner', 'ostberlin', 'straße', 'stadt', 'osten', 'ddr', 'westen', 'rüber', 'erinnern', 'tor', 'kreuzberg', 'wahnsinnig', 'sbahn', 'westberliner', 'eltern', 'wohnen', 'schön', 'besuchen', 'brandenburger', 'bahnhof', 'potsdam', 'freundin', 'relativ', 'westdeutschland', 'friedrichstraße', 'ubahn', 'ost', 'kudamm', 'fallen', 'west', 'unglaublich', 'neuendorf', 'neukölln', 'zoo', 'vergessen', 'wannsee', 'dömitz', 'tatsache', 'auto', 'nähe', 'lustig', 'mitte', 'bahn', 'spät', 'drüben', 'kontakt', 'charlottenburg', 'normal', 'großartig', 'bauen', 'mitkriegen', 'verwandter', 'alexanderplatz', 'brandenburg', 'grenze', 'berg', 'ausweis', 'fahrt', 'bus', 'hamburger', 'lichterfelde', 'freund', 'grenzübergang', 'führen', 'zehlendorf', 'spandau', 'pankow', 'oranienburg', 'bezirk', 'ostteil', 'prenzlauer', 'ecke', 'kino', 'sektor', 'interessant', 'tempelhof', 'mauerbau', 'brandt', 'blockade', 'autobahn', 'grau', 'schluß', 'köpenick', 'aufstand', 'abholen', 'kaufhaus', 'irgendwelcher', 'brücke', 'kontrolle', 'steglitz', 'vollkommen', 'hingefahren', 'stelle', 'fliegen', 'wedding', 'wilmersdorf', 'steinstück']

78 ['beziehung', 'geschichte', 'richtig', 'spät', 'erleben', 'gefühl', 'rolle', 'merken', 'art', 'generation', 'fühlen', 'situation', 'reden', 'sexuell', 'normal', 'wahrnehmen', 'schlimm', 'umgehen', 'erfahrung', 'welt', 'gewiß', 'bild', 'passieren', 'sexualität', 'männlich', 'nennen', 'gehören', 'versuchen', 'erziehung', 'problem', 'verhältnis', 'typisch', 'bindung', 'flucht', 'erklären', 'bewusst', 'psychologisch', 'trennen', 'verändern', 'identität', 'absolut', 'pubertät', 'erstaunlich', 'depression', 'persönlichkeit', 'verhalten', 'familie', 'unterschiedlich', 'falsch', 'spüren', 'phase', 'empfinden', 'psychisch', 'mitkriegen', 'typ', 'buch', 'stimmen', 'weiblich', 'funktionieren', 'spannung', 'beschreiben', 'distanz', 'gemeinschaft', 'liebe', 'aufklären', '2ter', 'sozial', 'konservativ', 'extrem', 'stefan', 'wahnsinnig', 'weise', 'tabu', 'klassisch', 'depressiv', 'deutlich', 'emotional', 'bestimmen', 'aufklärung', 'akzeptieren', 'hart', 'anpassen', 'therapie', 'nachfragen', 'umgekehrt', 'gesellschaft', 'entwickeln', 'ebene', 'fallen', 'szene', 'interessant', 'aufbauen', 'auseinander', 'trennung', 'prägen', 'konflikt', 'komisch', 'offen', 'pille', 'eng']

79 ['dortmund', 'stadt', 'ruhrgebiet', 'bochum', 'hagen', 'gelsenkirchen', 'kennen', 'essen', 'hattingen', 'iserlohn', 'wohnen', 'oberbürgermeister', 'gehören', 'wattenscheid', 'sauerland', 'hamm', 'dortmunder', 'norden', 'spät', 'gladbeck', 'kreis', 'unna', 'steinwache', 'mülheim', 'hüsteln', 'ruhr', 'mönchengladbach', 'städtisch', 'gebiet', 'münster', 'süden', 'nennen', 'stelle', 'siegen', 'lüdenscheid', 'damalig', 'soest', 'oberhausen', 'gebäude', 'bottrop', 'bürger', 'richtig', 'zeche', 'westfalen', 'stadtverwaltung', 'interessant', 'eng', 'stadtteil', 'paderborn', 'zeit', 'relativ', 'blankenstein', 'witten', 'grün', 'hintergrund', 'münsterland', 'bittermark', 'mittlerweile', 'städten', 'lachen', 'zuständig', 'recklinghausen', 'freiraum', 'südlich', 'straße', 'sogenannter', 'nördlich', 'tätigkeit', 'lünen', 'stadtgebiet', 'sechziger', 'westerholt', 'einzeln', 'wuppertal', 'rat', 'hüstel', 'vergessen', 'schalker', 'jugendring', 'schalke', 'duisburg', 'bergbau', 'typisch', 'herne', 'selm', 'westfälisch', 'übernehmen', 'warstein', 'hörde', 'schwelm', 'industrie', 'heren', 'kettwig', 'sprockhövel', 'bereich', 'westfale', 'haspe', 'schwert', 'buhr', 'reihe']

80 ['tür', 'angst', 'tag', 'schlagen', 'hund', 'fenster', 'hören', 'passieren', 'polizei', 'hand', 'wussen', 'kopf', 'nachts', 'rufen', 'wussten', 'straße', 'richtig', 'bett', 'schlafen', 'abend', 'verstecken', 'fallen', 'arm', 'aufmachen', 'abends', 'klopfen', 'mensch', 'auge', 'warten', 'zeigen', 'schlimm', 'ecke', 'polizist', 'merken', 'gott', 'dunkel', 'schreien', 'tisch', 'licht', 'offen', 'hof', 'öffnen', 'stecken', 'gehören', 'wusste', 'treten', 'kennen', 'stock', 'wand', 'hauen', 'springen', 'bein', 'erwischen', 'rücken', 'morgens', 'auto', 'zimmer', 'rannen', 'platz', 'treppe', 'spät', 'ruhig', 'gesicht', 'hingehen', 'klauen', 'stunde', 'rauskommen', 'zweiter', 'werfen', 'moment', 'haus', 'keller', 'tasche', 'geh', 'rüber', 'raum', 'aufstehen', 'versuchen', 'kaputt', 'fest', 'tot', 'schlüssel', 'vergessen', 'woche', 'schwarz', 'boden', 'packen', 'schritt', 'zeit', 'schauen', 'ohr', 'schließen', 'wagen', 'ruhe', 'letzter', 'verprügeln', 'fangen', 'rennen', 'abhauen', 'minute']

81 ['bauen', 'haus', 'gebäude', 'bau', 'stadt', 'aufbauen', 'grundstück', 'straße', 'abreißen', 'architekt', 'plan', 'gelände', 'zeit', 'spät', 'dach', 'baustelle', 'stein', 'maurer', 'wohnen', 'land', 'unterbringen', 'meter', 'kaufen', 'umbauen', 'errichten', 'kaputt', 'platz', 'schloss', 'planen', 'häuschen', 'ausbauen', 'holz', 'entstehen', 'zerstören', 'fundament', 'krieg', 'neubau', 'helfen', 'richtig', 'handwerker', 'modern', 'siedlung', 'autobahn', 'genehmigen', 'aufbau', 'brücke', 'schön', 'quadratmeter', 'garage', 'zement', 'nennen', 'übernehmen', 'betreiben', 'mauer', 'draus', 'material', 'ziegel', 'einrichten', 'geschehen', 'straßenbau', 'kosten', 'einziehen', 'wohnhaus', 'planung', 'denkmal', 'anbauen', 'günstig', 'angucken', 'aussehen', 'einbauen', 'eigentum', 'räume', 'drüben', 'gestehen', 'turm', 'streichen', 'einsetzen', 'sportplatz', 'verlegen', 'hof', 'decken', 'zustand', 'genehmigung', 'fläche', 'einrichtung', 'berg', 'boden', 'schwarz', 'dauern', 'reparieren', 'wasser', 'architektur', 'renovieren', 'restaurieren', 'anmieten', 'existieren', 'firma', 'bauamt', 'benutzen', 'brechen']

82 ['wasser', 'brücke', 'fluss', 'jugoslawien', 'ufer', 'fisch', 'schwimmen', 'boot', 'sarajevo', 'belgrad', 'kanal', 'jasenovac', 'zagreb', 'baden', 'wahr', 'jugoslawisch', 'ustascha', 'donau', 'meer', 'kroatien', 'angeln', 'vogel', 'fliehen', 'bayer', 'hochwasser', 'serbe', 'serbisch', 'zwitschern', 'kroate', 'fischer', 'teich', 'bauen', 'serbien', 'elbe', 'bedeuten', 'lager', 'fließen', 'tito', 'gradika', 'wien', 'nähe', 'stara', 'italiener', 'partisan', 'besucher', 'leverkusen', 'bosnien', 'jugoslawen', 'stelle', 'fischen', 'damm', 'mostar', 'gemeinsam', 'flüchten', 'bagger', 'schwarz', 'kroatisch', 'brechen', 'hauptsächlich', 'ordnung', 'partisane', 'netz', 'km', 'hinrichten', 'flüsse', 'ertrunken', 'ort', 'gestehen', 'bach', 'gefängnis', 'gebirge', 'italien', 'gefangen', 'lopud', 'kahn', 'griechenland', 'flusse', 'gebiet', 'spanien', '1941', 'rab', 'küste', 'welle', 'verhaften', 'norden', 'ortschaft', 'flüsschen', 'pass', 'italienisch', 'insel', 'geraten', 'werkstatt', 'schleuse', 'zeitlang', 'deich', 'ostsee', 'weißt', 'angler', 'region', 'überschwemmungen']

83 ['wahr', 'fünfziger', 'spät', 'kennen', 'geschichte', 'kuckuck', 'herr', 'kollege', 'stottern', 'toi', 'augenblick', 'vertrag', 'schluß', 'verschieden', 'eventuell', 'seinerzeit', 'schlecht', 'dinger', 'gruppe', 'weltkrieg', 'sögen', 'drüben', 'normal', 'komisch', 'tonqualität', 'normalerweise', 'zeit', 'erinnerung', 'warschau', 'schweiß', 'vierzehn', 'bochum', 'nennen', 'ehemalig', 'selbstständig', 'nachkriegszeit', 'osten', 'zeugs', 'angeblich', 'verwaltung', 'passieren', 'mhmh', 'sogenannter', 'seh', 'kriege', 'stotternd', 'dauern', 'kucken', 'gefahrn', 'versailler', 'geschickt', 'sparte', 'zeven', 'heiter', 'woche', 'mhmhmh', 'kettwig', 'kriegszeit', 'garnicht', 'rad', 'dreimal', 'schwer', 'verpflegung', 'verbinden', 'wirtschaft', 'poln', 'material', 'ähem', 'bundesrepublik', 'dafürhalten', 'katernberg', 'zeign', 'wattenscheid', 'aufziehen', 'zwanziger', 'vorsitzend', 'gesehn', 'alfred', 'willi', 'weberei', 'dreißiger', 'kenn', 'england', 'fünfundvierzig', 'schau', 'stube', 'existieren', 'handelskammer', 'schmunzeln', 'kautsch', 'osnabrück', 'gesell', 'bodelschwingh', 'hauen', 'menge', 'gelegentlich', 'einzeln', 'chose', 'zwölfhundert', 'verhältnismäßig']

84 ['auto', 'schön', 'urlaub', 'tag', 'reise', 'woche', 'hotel', 'fahrrad', 'bus', 'kaufen', 'wagen', 'fahrt', 'kilometer', 'motorrad', 'führerschein', 'reisen', 'gerne', 'berg', 'sommer', 'unterwegs', 'feri', 'hingefahren', 'fliegen', 'ausland', 'fahrn', 'besuchen', 'schweiz', 'geld', 'kennen', 'fahrer', 'richtig', 'hinfahren', 'ostsee', 'lachen', 'straße', 'benzin', 'österreich', 'gegend', 'letzter', 'mitfahren', 'freund', 'italien', 'mitgefahren', 'motor', 'anmelden', 'wartburg', 'land', 'mercedes', 'unternehmen', 'ort', 'welt', 'kosten', 'nähe', 'warten', 'wandern', 'winter', 'einladen', 'zelt', 'autobahn', 'billig', 'wunderschön', 'überlegen', 'zug', 'freundin', 'weggefahren', 'privat', 'tochter', 'kraft', 'bezahlen', 'meer', 'kur', 'verreisen', 'herrlich', 'ankommen', 'fahrzeug', 'fest', 'münchen', 'sohn', 'opel', 'heim', 'wetter', 'bayern', 'zweimal', 'bauen', 'zweiter', 'organisieren', 'wunderbar', 'bild', 'freude', 'platz', 'flugzeug', 'problem', 'abholen', 'bad', 'leisten', 'trabant', 'berlin', 'fahrräder', 'taxi', 'garage']

85 ['krieg', 'hitler', 'nazi', 'partei', 'vater', 'zeit', 'gehören', '33', 'politisch', 'deutsch', 'kommunist', 'jude', 'nationalsozialismus', '45', 'wussen', 'heil', 'spät', 'erinnern', 'hören', 'kennen', 'nazizeit', 'erleben', 'lachen', '38', 'richtig', 'sa', 'nationalsozialistisch', 'führer', 'nsdap', 'nazis', 'reich', '1933', 'fahne', 'mitmachen', 'politik', 'uniform', '34', 'straße', 'adolf', 'kz', 'mitkriegen', 'nennen', 'erfahren', 'radio', 'berlin', 'nationalsozialist', '35', 'hitlerjugend', '36', '37', 'frage', '39', 'braun', 'weltkrieg', 'mitglied', 'stimmen', 'bdm', 'geschichte', 'grüßen', 'volk', 'mensch', 'verbieten', 'zeitung', 'wussten', 'fallen', 'einziehen', 'deutschland', 'arbeitsfront', 'ehrlich', 'schule', 'herr', 'mitbekommen', 'sozialdemokrat', '32', 'anfang', 'organisation', 'dritter', 'reden', 'arbeitsdienst', 'grund', 'begeistert', 'erinnerung', 'einstellen', 'arbeitslos', 'tag', 'einstellung', 'beamter', 'gestapo', 'verfolgen', 'hießen', 'rolle', 'kaiser', 'marschieren', 'jüdisch', 'kristallnacht', 'soldat', 'sogenannter', 'arbeitslose', 'konzentrationslager', 'kriege']

86 ['deutsche', 'dorf', 'deutsch', 'krieg', 'erschießen', 'erinnern', 'haus', 'wald', 'verstecken', 'soldat', 'mensch', 'tag', 'straße', 'deutschland', 'spät', 'partisan', 'fliehen', 'treiben', 'stadt', 'partisane', 'wussten', 'hören', 'front', 'töten', 'jude', 'polizist', 'truppe', 'angst', 'führen', 'kilometer', 'schießen', 'minsk', 'dörfer', 'armee', 'pferd', 'vater', 'zeit', 'schaffen', 'richtung', 'erfahren', 'fangen', 'verschleppen', 'polizei', 'familie', '1942', 'zweiter', 'verbrennen', 'rannen', 'überleben', 'schauen', 'kind', 'graben', 'umbringen', 'gehören', 'fuß', 'nähe', 'auto', 'grodno', 'schicken', 'festnehmen', '1941', 'kämpfen', '1943', 'fluss', 'flüchten', 'nachts', 'mutter', 'verlassen', 'umkommen', 'schrecklich', 'abholen', 'befehl', 'werfen', 'winter', 'nachbar', 'versammeln', 'befreien', 'panzer', 'kleidung', 'wohnen', 'radio', 'kommunist', 'geraten', 'vernichten', 'nah', 'schlagen', 'entfernt', 'verhaften', 'gefängnis', 'keller', 'jagen', 'evakuieren', 'ort', 'zurückkehren', 'lebensmittel', 'sammeln', 'hilfspolizei', 'waffe', 'treffen', 'ghetto']

87 ['vater', 'mutter', 'kind', 'eltern', 'familie', 'schwester', 'bruder', 'schule', 'spät', 'erinnern', 'haus', 'zuhause', 'zeit', 'geschwister', 'mädchen', 'kindheit', 'gerne', 'krieg', 'verhältnis', 'haushalt', 'streng', 'sterben', 'erinnerung', 'mutti', 'papa', 'brüder', 'helfen', 'wohnen', 'schwer', 'erziehen', 'krank', 'schön', 'wussen', 'sorgen', 'mitkriegen', 'erziehung', 'kümmern', 'arm', 'großmutter', 'gehören', 'schlimm', 'essen', 'nachbar', 'tochter', 'elternhaus', 'hausfrau', 'jugend', 'fallen', 'alter', 'richtig', 'beruf', 'onkel', 'erwachsen', 'selbstverständlich', 'geld', 'grund', 'schlagen', 'garten', 'tante', 'freund', 'abends', 'üblich', 'heiraten', 'fremd', 'merken', 'lieben', 'hand', 'verdienen', 'lieb', 'stolz', 'aufwachsen', 'lehrerin', 'vati', 'töchter', 'beziehung', 'nachbarschaft', 'freundin', 'schlecht', 'prägen', 'stiefvater', 'gebären', 'tod', 'wohnung', 'beamter', 'nennen', 'söhne', 'reden', 'beschreiben', 'hauptsächlich', 'besuch', 'unterwegs', 'gelitten', 'aufgabe', 'selten', 'besuchen', 'jungs', 'unterstützen', 'führen', 'furchtbar', 'bild']

88 ['trinken', 'gruppe', 'alkohol', 'synanon', 'therapie', 'alkoholiker', 'nüchtern', 'trocken', 'droge', 'abstinenz', 'süchtig', 'merken', 'problem', 'freund', 'jüdisch', 'abhängig', 'lernen', 'abstinent', 'ändern', 'reden', 'richtig', 'verändern', 'passieren', 'ziel', 'zeit', 'phase', 'sinn', 'krankenhaus', 'situation', 'woche', 'saufen', 'gefühl', 'rückfall', 'angst', 'schritt', 'rauchen', 'trockenheit', 'rückfällig', 'partnerschaft', 'akzeptieren', 'beziehung', 'anfang', 'schaffen', 'zufrieden', 'kontakt', 'bewusst', 'kopf', 'fähigkeit', 'anonym', 'körperlich', 'krise', 'normal', 'einstellung', 'kennen', 'ausstieg', 'stoff', 'gesoffen', 'entwickeln', 'ansprechen', 'schwierigkeit', 'erfahrung', 'bewältigen', 'bier', 'umgehen', 'entzug', 'nüchternheit', 'fühlen', 'funktionieren', 'wohnung', 'heroin', 'alkoholismus', 'moment', 'süchtige', 'patient', 'partner', 'hilfe', 'ehemalig', 'positiv', 'gesundheitlich', 'offen', 'dauern', 'anrufen', 'helfen', 'grund', 'meinung', 'nass', 'scheiße', 'zwischendurch', 'beruflich', 'lebst', 'ehrlich', 'unterschied', 'annehmen', 'therapeut', 'tag', 'bezeichnen', 'körper', 'gespräch', 'abhängigkeit', 'druck']

89 ['lachen', 'mutter', 'kind', 'haushalt', 'verein', 'wäsche', 'kochen', 'putzen', 'zeit', 'arbeit', 'bochumer', 'krieg', 'schön', 'mädchen', 'waschen', 'bochum', 'helfen', 'essen', 'gerne', 'abends', 'morgens', 'waschmaschine', 'geschäft', 'woche', 'duisburg', 'gelsenkirchen', 'geld', 'zeche', 'buer', 'richtig', 'hand', 'spülen', 'kennen', 'wohnen', 'hausarbeit', 'einkaufen', 'sachten', 'sonntags', 'mussen', 'leise', 'vater', 'zuhause', 'mittags', 'dienstverpflichten', 'samstags', 'pflichtjahr', 'eltern', 'verheiraten', 'krank', 'schule', 'schwester', 'lernen', 'straße', 'garten', 'fallen', 'kaputt', 'zwischendurch', 'küche', 'haus', 'hingehen', 'gott', 'sauber', 'ausgebombt', 'echt', 'ecke', 'tot', 'nähen', 'bügeln', 'kricht', 'herr', 'schwer', 'arbeitsamt', 'kohle', 'tochter', 'rüber', 'nett', 'friseur', 'wohnung', 'soldat', 'ehrlich', 'leid', 'dienstverpflichtung', 'hausfrau', 'hassel', 'scholve', 'mitmachen', 'personal', 'fuß', 'gewohnen', 'fenster', 'dick', 'freizeit', 'berufstätig', 'straßenbahn', 'moment', 'parallel', 'hamborn', 'lieber', 'prima', 'nachmittags']

90 ['richtig', 'mensch', 'schön', 'gott', 'kennen', 'reden', 'wussen', 'schlecht', 'hören', 'merken', 'gerne', 'gehören', 'stimmen', 'passieren', 'schlimm', 'ehrlich', 'tag', 'versuchen', 'fallen', 'falsch', 'echt', 'ordnung', 'angst', 'böse', 'dumm', 'ruhig', 'hand', 'wahr', 'sögen', 'passen', 'lieber', 'lieb', 'meinung', 'letzter', 'unterhalten', 'auge', 'hingehen', 'schaffen', 'schwer', 'mitmachen', 'wusste', 'kopf', 'nett', 'ärgern', 'ändern', 'überlegen', 'bestimmen', 'ruhe', 'frage', 'erleben', 'lernen', 'wussten', 'schluss', 'fehler', 'angucken', 'hart', 'zeigen', 'arbeit', 'weißen', 'erklären', 'kaputt', 'helfen', 'warten', 'blöd', 'hauen', 'tisch', 'freuen', 'hängen', 'hör', 'froh', 'lass', 'kollege', 'geschichte', 'verrückt', 'vergessen', 'chef', 'schimpfen', 'leid', 'stolz', 'freund', 'ordentlich', 'glück', 'furchtbar', 'geh', 'gefühl', 'drüben', 'quatsch', 'moment', 'mund', 'stören', 'ärger', 'aufpassen', 'grund', 'art', 'komisch', 'unheimlich', 'rauskommen', 'spaß', 'ahnung', 'kommsen']

91 ['hamburg', 'deutsch', 'italienisch', 'italien', 'italiener', 'türkei', 'deutschland', 'türkisch', 'türke', 'firma', 'arbeiter', 'bahn', 'ausländer', 'arbeit', 'ausländisch', 'hamburger', 'gewohnen', 'konsulat', 'kühn', 'mitarbeiter', 'spät', 'harburg', 'organisieren', 'bahnhof', 'herr', 'altona', 'kennen', 'sogenannter', 'gastarbeiter', 'anfang', 'tätigkeit', 'siebziger', 'wilhelmsburg', 'zweiter', 'deutsche', 'arbeitsamt', 'richtig', 'sechziger', 'ankara', 'gruppe', 'grieche', 'kollege', 'problem', 'behörde', 'sizilien', 'beschäftigen', 'rom', 'verschieden', 'bundesbahn', 'sprache', 'bergedorf', 'fünfzehn', 'mailand', 'voss', 'ort', 'terrazzo', 'restaurant', 'verona', 'moschee', 'ochsenzoll', 'heimat', 'kiel', 'venedig', 'istanbul', 'buchholz', 'hamburgsüd', 'blohm', 'funkturm', 'wandsbek', 'griechenland', 'auswandern', 'pci', 'weltkrieg', 'eckhoff', 'wohnheim', 'zurückkehren', 'neapel', 'arbeitern', 'möglichkeit', 'sieper', 'eppendorf', 'geschäft', 'kümmern', 'hafen', 'alice', 'unterbringen', 'wedel', 'rangierdienst', 'neuengamme', 'einstellen', 'veranstaltung', 'nähe', 'ständig', 'selbständig', 'verbindung', 'lübeck', 'dienststelle', 'hauptsächlich', 'aufmachen', 'rendsburg']

92 ['brot', 'kaufen', 'essen', 'krieg', 'lebensmittel', 'verkaufen', 'zeit', 'paket', 'pfund', 'butter', 'markt', 'geld', 'tauschen', 'bäckerei', 'zucker', 'kartoffel', 'marke', 'geschäft', 'schicken', 'zigarett', 'mehl', 'schokolade', 'karte', 'laden', 'hunger', 'bäcker', 'eier', 'bauer', 'schlecht', 'schwarz', 'wurst', 'fleisch', 'erinnern', 'kilo', 'hamstern', 'schwarzmarkt', 'einkaufen', 'lachen', 'mitbringen', 'sack', 'tag', 'päckchen', 'schwer', 'abgeben', 'tabak', 'speck', 'hungern', 'milch', 'mutter', 'klauen', 'brötchen', 'besorgen', 'gott', 'backen', 'normal', 'fett', 'versorgung', 'obst', 'verteilen', 'eintauschen', 'kennen', 'gramm', 'gebacken', 'stadt', 'gemüse', 'sorgen', 'währungsreform', 'gegessen', 'lebensmittelkaren', 'satt', 'richtig', 'schlange', 'garten', 'lebensmittelkart', 'kaffee', '45', 'nachkriegszeit', 'besorgt', 'zentn', 'äpfel', 'käse', 'wiegen', 'handeln', 'metzger', 'organisieren', 'land', 'bezahlen', 'tasche', 'kohle', '47', 'tüte', 'pfennig', 'salz', 'froh', '40', 'betteln', 'teuer', 'knapp', 'kuchen', 'banan']

93 ['jude', 'jüdisch', 'erinnern', 'stadt', 'familie', 'ungarn', 'ungarisch', 'synagoge', 'israel', 'gemeinde', 'vater', 'religiös', 'hebräisch', 'nennen', 'lernen', 'rumänisch', 'ort', 'jiddisch', 'mensch', 'krieg', 'rumänien', 'rabbiner', 'gehören', 'bruder', 'bukarest', 'tag', 'wussten', 'kind', 'synagog', 'schule', 'orthodox', 'eltern', 'wussen', 'freund', 'antisemitismus', 'zeit', 'jüdin', 'budapest', 'straße', 'feiertag', 'zwangsarbeit', 'deutsche', 'problem', 'haus', 'rabbi', 'zuhause', 'holocaust', 'geschäft', 'ghetto', 'helfen', 'kennen', 'religion', 'land', 'brüder', 'polen', 'schabbat', 'beten', 'art', 'zurückkehren', 'pessach', 'schwer', 'hören', 'viertel', 'auschwitz', 'passieren', 'leisten', 'überleben', 'spät', 'schicken', 'nichtjude', 'mädchen', 'kippur', 'gebet', 'reich', 'befinden', 'auswandern', 'essen', 'sprache', 'deportieren', 'verlassen', 'palästina', 'besuchen', 'bevölkerung', 'galai', 'gesetz', 'geschichte', 'arbeit', 'deportation', 'deutsch', 'verschieden', 'erwähnen', 'rumän', 'bedeuten', 'amerika', 'stern', 'fräulein', 'lage', 'christ', 'arm', 'christlich']

94 ['firma', 'industrie', 'unternehmen', 'betrieb', 'technisch', 'bauen', 'unternehmer', 'frage', 'bereich', 'wirtschaft', 'herstellen', 'aufbauen', 'entwicklung', 'produzieren', 'handelskammer', 'gehören', 'geschichte', 'organisation', 'deutsch', 'markt', 'herr', 'wirtschaftlich', 'krieg', 'geschäftsführer', 'prozent', 'gründen', 'interessant', 'maschine', 'verhältnis', 'siemens', 'geschäft', 'düsseldorf', 'kammer', 'auftrag', 'vernünftig', 'kriege', 'liefern', 'verkaufen', 'million', 'anfang', 'präsident', 'zeit', 'mitarbeiter', 'gebiet', 'kohle', 'schwierigkeit', 'deutschland', 'wesentlich', 'technik', 'duisburg', 'stahl', 'nennen', 'betreiben', 'gesamt', 'todt', 'bank', 'werk', 'produktion', 'stahlwerk', 'übernehmen', 'entwickeln', 'thyssen', 'raum', 'lächeln', 'verband', 'konzern', 'kunde', 'tätigkeit', 'beschäftigen', 'kennen', '50', 'reusch', 'ausland', 'welt', '50er', 'undeutlich', 'sohn', 'mannesmann', 'konkurrenz', 'alliierter', 'produkt', 'vorstand', 'speer', 'menge', '60er', 'hagen', 'gesellschaft', 'mittelständisch', 'pleite', 'betonen', 'sogenannter', 'kaputt', 'chef', 'industriell', 'branche', 'bauunternehmer', 'notwendig', 'export', 'verhältnismäßig', 'gott']

95 ['56', 'sterben', '65', 'rente', 'zeit', '62', 'letzter', '68', '58', '70', '63', '75', '57', '55', '80', '72', '66', '71', '64', 'gebären', '69', '76', '61', '74', '59', '73', '54', '85', '67', '1960', 'zweiter', '78', '84', '83', 'anfang', '88', '82', '79', '53', '1970', 'rentner', '77', '81', 'pensionieren', '86', '1961', '87', '90', '52', 'schluss', '1953', '1956', '1955', 'spät', '50er', '1965', '1958', '1968', '1957', '1972', '1974', '25', '1966', '1971', '1980', '89', '1962', '1963', '1950', '1964', '50', 'stimmen', 'gehören', 'tot', 'überlegen', '1969', 'mitte', 'richtig', 'warten', 'ausscheiden', '92', '1975', 'jahrgang', 'ruhestand', '60er', 'übernehmen', 'neunzehnhundert', 'rechnen', '40', 'sohn', 'moment', '51', 'vorig', '1954', 'intavpch', 'stelle', 'gesundheitlich', 'wechseln', 'schließen', 'kontakt']

96 ['trinken', 'kaffee', 'rauchen', 'bier', 'flasche', 'wein', 'glas', 'schnaps', 'tasse', 'tee', 'alkohol', 'zigarette', 'zigarett', 'tisch', 'abends', 'wasser', 'kneipe', 'essen', 'kaufen', 'gerne', 'milch', 'lachen', 'abend', 'schön', 'schluck', 'cola', 'wodka', 'schmecken', 'zucker', 'gläser', 'anbieten', 'tabak', 'richtig', 'getränk', 'verkaufen', 'durst', 'geschäft', 'lokal', 'heiß', 'morgens', 'gegessen', 'kochen', 'bestellen', 'betrunken', 'kalt', 'zigaretten', 'kuchen', 'gaststätte', 'nett', 'trenken', 'caf', 'schwarz', 'schlecht', 'lieber', 'sekt', 'einschenken', 'tasche', 'vertragen', 'trink', 'raucher', 'mitbringen', 'wirtschaft', 'saft', 'cognac', 'trank', 'lieb', 'mittag', 'drehen', 'kanne', 'stimmen', 'trinkn', 'besoffen', 'nachmittags', 'verbieten', 'dankeschön', 'tranken', 'stunde', 'schenken', 'kellner', 'wirt', 'kneipen', 'getrunke', 'saufen', 'warm', 'coca', 'lecker', 'feiern', 'tanzen', 'packen', 'kasten', 'unterhalten', 'bohnenkaffee', 'passen', 'vergessen', 'schachtel', 'gläschen', 'brause', 'husten', 'gast', 'teuer']

