0 ['jüdisch', 'jude', 'erinnern', 'religiös', 'synagoge', 'hebräisch', 'israel', 'vater', 'familie', 'rabbiner', 'jiddisch', 'gemeinde', 'nennen', 'orthodox', 'synagog', 'ort', 'rabbi', 'lernen', 'kind', 'stadt', 'schabbat', 'feiertag', 'beten', 'pessach', 'kippur', 'religion', 'mensch', 'fest', 'zuhause', 'schule', 'jom', 'jeschiwa', 'essen', 'ungarisch', 'gebet', 'spät', 'schwester', 'befinden', 'art', 'bar', 'mädchen', 'bruder', 'helfen', 'tora', 'fromm', 'rosch', 'nichtjude', 'cheder', 'ungarn', 'kosch']
204 ['frauenstraße', 'münster', 'haus', 'politisch', '24', 'kneipe', 'wohnen', 'student', 'aktion', 'auseinandersetzung', 'asta', 'etage', 'erinnern', 'besetzung', 'gerd', 'besetzen', 'makler', 'frauenstr', 'leg', 'hans', 'zeit', 'flugblätter', 'stadt', 'stürmer', 'wg', 'unterstützen', 'veranstaltung', 'kontakt', 'uni', 'dkp', 'iphs', 'plakat', 'idee', 'geschichte', 'organisieren', 'gruppe', 'stattfinden', 'grunde', 'wohngemeinschaft', 'linker', 'mitbekommen', 'wohnungsnot', 'rolle', 'münsteraner', 'hausbesetzung', 'spät', 'bernd', 'verteilen', 'wohnraum', 'besetzt']

205 ['keller', 'bunker', 'bombe', 'angriff', 'haus', 'brennen', 'fallen', 'bombardieren', 'alarm', 'bombenangriff', 'treffen', 'flugzeug', 'hören', 'stadt', 'kaputt', 'verbrennen', 'straße', 'angst', 'erleben', 'schlimm', 'fliegen', 'zerstören', 'luftschutzkeller', 'fliegeralarm', 'tot', 'passieren', 'feuer', 'nähe', 'nachts', 'dach', 'schrecklich', 'krieg', 'flamme', 'wohnen', 'kind', 'bomben', 'umkommen', 'ausgebombt', 'retten', 'luft', 'schwer', 'furchtbar', 'luftangriff', 'bombardierung', 'spät', 'siren', 'rannen', 'explodieren', 'meter', 'luftangriffe']

206 ['lachen', 'thüringen', 'laufwerk', 'engel', 'prinzip', 'paradies', 'riedel', 'inge', 'glashütte', 'suhl', 'anneliese', 'oberhof', 'glogau', 'unheimlich', 'eko', 'eden', 'urwald', 'eisenhüttenstadt', 'kennzeichen', 'maxhütte', 'anmelden', 'dawird', 'zurückgehen', 'schimmel', 'müller', 'eismann', 'eisfeld', '2000', 'esserei', 'ähwird', 'sparte', 'thüringer', 'professionalität', 'tagein', 'tagaus', 'überzeugen', 'ing', 'rechtzeitig', 'karlmarxstraße', 'aberwird', 'tagen', 'hildegard', 'buffalo', 'ringsrum', 'monika', 'gerede', 'roth', 'verkäuferin', 'ipfragen', 'republik']

207 ['buer', 'scholve', 'leise', 'gerd', 'maria', 'sögen', 'essen', 'lisa', 'uli', 'gelsenberg', 'gelsenkirchen', 'martin', 'nazi', 'bandfehler', 'schwägerin', 'betonen', 'heessen', 'küppersbusch', 'mitn', 'gefahrn', 'kenn', 'rainer', 'hille', 'fahrn', 'ückendorf', 'lyceum', 'sapora', 'parallel', 'stehn', 'klappisch', 'hundsbach', 'horster', 'gesehn', 'münster', 'emsland', 'gekommn', 'rathaus', 'platz', 'marianne', 'lumpe', 'elst', 'hattn', 'kamn', 'sagich', 'hatn', 'habich', 'bekommn', 'dacht', 'horst', 'schlange']

208 ['lachen', 'deutsch', 'frauenring', 'vortrag', 'husten', 'lächeln', 'tagung', 'berlin', 'herr', 'weiss', 'düsseldorf', 'rechtsanwältin', 'verfassung', 'alleinstehend', 'gründen', 'afn', 'interessant', 'ändern', 'dortmund', 'furchtbar', 'verband', 'frauenrat', 'international', 'überlegen', 'blankenstein', 'verbindung', 'paragraph', 'einladen', 'frauenbund', 'nationalsozialistisch', 'gethmann', 'frauenbewegung', 'vorsitzend', 'dr', 'praxis', 'geschichte', 'landesverband', 'mitglied', 'wesel', 'sögen', 'professor', 'landrat', 'damen', 'frauenverbände', '218', 'bundeskanzler', 'wilton', 'weimarer', 'uerding', 'igfarben']

209 ['bruder', 'schwester', 'mutter', 'vater', 'familie', 'sterben', 'kind', 'geschwister', 'eltern', 'brüder', 'schwager', 'krieg', 'wohnen', 'heiraten', 'haus', 'schwägerin', 'zeit', 'spät', 'fallen', 'verheiraten', 'zweiter', 'tot', 'verlieren', 'ält', 'brüdern', 'drüben', 'überleben', 'gebären', 'sohn', 'schicken', 'wussen', 'krank', 'gewohnen', 'neffe', 'älte', 'besuchen', 'verstorben', 'besuch', 'mädchen', 'schlecht', 'zurückgekommen', 'verwandter', 'jüng', 'schaffen', 'dritter', 'zuhause', 'schwer', 'mittlerer', 'wohnung', 'söhne']

210 ['frage', 'gerne', 'telefon', 'gespräch', 'herr', 'hören', 'anrufen', 'zeit', 'tag', 'stunde', 'letzter', 'reden', 'minute', 'rufen', 'schön', 'termin', 'spät', 'problem', 'zweiter', 'woche', 'führen', 'geschichte', 'richtig', 'interessant', 'kennen', 'dauern', 'moment', 'klingeln', 'schluss', 'telefonieren', 'lachen', 'interview', 'nachfragen', 'melden', 'beantworten', 'ruhig', 'anfang', 'stimmen', 'ansprechen', 'gott', 'tonband', 'unterhalten', 'nennen', 'passen', 'versuchen', 'treffen', 'aufnehmen', 'besprechen', 'stelle', 'stören']

211 ['geschirr', 'räusperen', 'klappern', 'klatschen', 'geräusch', 'willi', 'leise', 'grunde', 'ella', 'amüsieren', 'wahnsinnig', 'paul', 'hintergrund', 'nuschelen', 'hmkurz', 'schlimm', 'menge', 'nett', 'ständig', 'jakurze', 'sozial', 'lindau', 'silvia', 'münchen', 'freund', 'nuschelt', 'quietschen', 'gell', 'mim', 'amüsiern', 'schwierigkeit', 'gelsenkirchen', 'redaktion', 'wusst', 'kollege', 'rascheln', 'kruse', 'politik', 'bank', 'hund', 'moers', 'zuhause', 'hättn', 'relativ', 'lachend', 'journalist', 'neukirchen', 'arbeitsdienst', 'schüchtern', 'mitkriegen']

212 ['malen', 'zeichnen', 'bild', 'farbe', 'zeichnung', 'maler', 'streichen', 'hängen', 'wand', 'plakat', 'schön', 'pinsel', 'künstler', 'hand', 'buchstabe', 'kunstmaler', 'talent', 'hinstellen', 'modell', 'zeigen', 'bunt', 'farbig', 'bemalen', 'plan', 'ergeben', 'anfertigen', 'karikatur', 'gestalten', 'tisch', 'begabt', 'blume', 'kleben', 'portrait', 'kreis', 'wände', 'figur', 'ausstellung', 'kreide', 'künstlerisch', 'skizze', 'vorbereiten', 'zeichner', 'architekt', 'phantastisch', 'quadrat', 'buch', 'lecker', 'hehen', 'ausschnitten', 'strich']

213 ['stelle', 'dienst', 'beamter', 'zeit', 'spät', 'herr', 'behörde', 'kollege', 'chef', 'verwaltung', 'beworben', 'tätigkeit', 'kennen', 'prüfung', 'einstellen', 'öffentlich', 'leiter', 'berlin', 'düsseldorf', 'übernehmen', 'pensionieren', 'kündigen', 'versetzen', 'entlassen', 'ablehnen', 'antrag', 'beruflich', 'pensionierung', 'amt', 'pension', 'husten', 'bewerben', 'annehmen', 'genehmigen', 'grund', 'post', 'bewerbung', 'ausscheiden', 'ausschreiben', 'beschäftigen', 'anstellen', 'antreten', 'gelten', 'arbeitsamt', 'beruf', 'interessant', 'melden', 'angestellter', 'ministerium', 'regierung']

214 ['interview', 'lebensgeschichte', 'gebären', 'geschichte', 'gerne', 'frage', 'herr', 'bitten', 'schön', 'führen', 'projekt', 'kamera', 'kindheit', 'fangen', 'erinnerung', 'nachfragen', 'lebensgeschichtlich', 'alexander', 'gespräch', 'institut', 'zeit', 'herrn', 'erleben', 'aufwachsen', 'anfang', 'rahmen', 'biographie', 'plato', 'ausführlich', 'leh', 'notiz', 'stiftung', 'ton', 'moment', 'gesamt', 'erfahrung', 'zusammenhang', 'ehemalig', 'bereit', 'zweiter', 'interessant', '2005', 'interviewen', '2006', 'geburt', 'interessiert', 'forschung', 'hagen', 'normal', 'lüdenscheid']

215 ['buch', 'bücher', 'geschichte', 'gedicht', 'literatur', 'interessant', 'bibliothek', 'schön', 'schriftsteller', 'verlag', 'roman', 'zeit', 'interessiert', 'büchern', 'kennen', 'schenken', 'beschreiben', 'zeigen', 'goethe', 'zeitschrift', 'verbieten', 'kaufen', 'manuskript', 'zeitung', 'welt', 'bild', 'menge', 'gerne', 'professor', 'beschäftigen', 'freund', 'berühmt', 'bücherei', 'karl', 'werk', 'geistig', 'dicht', 'buchhandlung', 'deutsch', 'versuchen', 'dick', 'reihe', 'text', 'dichter', 'hauptsächlich', 'schiller', 'artikel', 'einladen', 'feststellen', 'literarisch']

216 ['urlaub', 'schön', 'woche', 'reise', 'tag', 'hotel', 'zeit', 'feri', 'reisen', 'gerne', 'fahrt', 'ausland', 'auto', 'freude', 'richtig', 'sommer', 'ostsee', 'wunderschön', 'berg', 'besuchen', 'wunderbar', 'herrlich', 'kraft', 'kennen', 'letzter', 'hingefahren', 'lachen', 'kosten', 'zweimal', 'unterwegs', 'land', 'jugoslawien', 'österreich', 'nett', 'einladen', 'fallen', 'gegend', 'bezahlen', 'fliegen', 'meer', 'wagen', 'verbringen', 'geld', 'ort', 'zweiter', 'italien', 'insel', 'fahrn', 'unternehmen', 'mitgefahren']

217 ['max', 'feuerwehr', 'entstehen', 'ort', 'jena', 'vertreter', 'hans', 'patron', 'ecke', 'schützenfest', 'wernli', 'dehnen', 'chlor', 'klacken', 'schützenvereine', 'lauge', 'schützenkönig', 'ausatmen', 'herzogenbuchsee', 'weltkrieg', 'fasching', 'jei', 'schützenverein', 'kriegerverein', 'explosion', 'quecksilber', 'henkel', 'spar', 'vergiften', 'bezirksbürgermeister', 'willkürlich', 'schützen', 'einziehmaschine', 'verkaufsleiter', 'betreuen', 'walde', 'thomas', 'vatis', 'kiez', 'amt', 'fingerhut', 'karbidfabrik', 'pfingstsonntag', 'köstlich', 'gemeindeschreiber', 'vorläufer', 'teltowkanal', 'gutsch', 'sies', 'gegrämt']

218 ['gewerkschaft', 'mitglied', 'vorsitzend', 'arbeit', 'vorstand', 'wählen', 'gründen', 'verein', 'ehrenamtlich', 'hauptamtlich', 'organisation', 'verband', 'gruppe', 'düsseldorf', 'politisch', 'dgb', 'deutsch', 'versammlung', 'bezirk', 'kollege', 'zweiter', 'ig', 'organisieren', 'ausschuss', 'spät', 'beschäftigen', 'ötv', 'gehören', 'einladen', 'veranstaltung', 'aufgabe', 'frauenarbeit', 'einzeln', 'sitzung', 'vorsitz', 'verbindung', 'bilden', 'öffentlich', 'kreis', 'tätigkeit', 'leiten', 'ausschüsse', 'selbstverständlich', 'arbeitsgemeinschaft', 'funktion', 'wahl', 'engagieren', 'vertreten', 'bund', 'frauenausschuss']

219 ['ddr', 'stasi', 'gefangener', 'staatssicherheit', 'gefängnis', 'haft', 'sogenannter', 'knast', 'bautzen', 'zelle', 'bundesrepublik', 'politisch', 'woche', 'ministerium', 'arrest', 'tag', 'mitgefangene', 'cottbus', 'vogel', 'spitzel', 'hungerstreik', 'berlin', 'strafvollzug', 'vertretung', 'entlassen', 'befinden', 'paragraph', 'gewiß', 'antiquität', 'einzelhaft', 'ständig', 'innerdeutsch', 'westen', 'inhaftieren', 'zuchthaus', 'hohenschönhaus', 'keller', 'verhaftung', 'untersuchungshaft', 'anwalt', 'westberlin', 'verlegen', 'faust', 'sammlung', 'ausreiseantrag', 'regel', 'kassiber', 'bundesbürger', 'rauskommen', 'minute']

220 ['bergen', 'belsen', 'holland', 'niederlande', 'amsterdam', 'westerbork', 'niederländisch', 'jüdisch', 'holländisch', 'gulden', 'rotterdam', 'holländer', 'berge', 'niederländer', 'auschwitz', 'wohnen', 'belse', 'haag', 'schauen', 'untertauchen', 'krieg', 'kennen', 'berg', 'utrecht', 'deutsche', 'transport', 'familie', 'philips', 'van', 'foto', 'mensch', 'sorgen', 'zug', 'arnh', 'hilversum', 'nennen', 'vught', 'groning', 'juliana', 'verrückt', 'wahr', 'passieren', 'laboratorium', 'wussten', 'kurt', 'hengelo', 'nummer', 'bett', 'frida', 'amersfoort']

221 ['offizier', 'armee', 'soldat', 'militär', 'deutsch', 'major', 'general', 'einheit', 'uniform', 'dienst', 'befehl', 'leutnant', 'dienen', 'kommandant', 'hauptmann', 'militärisch', 'sowjetisch', 'oberleutnant', 'kaserne', 'rot', 'spät', 'oberst', 'kennen', 'kommandeur', 'rang', 'waffe', 'leisten', 'schicken', 'herr', 'einberufen', 'kommandantur', 'ordnung', 'entlassen', 'truppe', 'erklären', 'kämpfen', 'regiment', 'polizei', 'bataillon', 'zivilist', 'berlin', 'volksarmee', 'normal', 'kapitän', 'ehemalig', 'kompanie', 'wehrmacht', 'front', 'kamerad', 'fahrer']

222 ['kirche', 'pfarrer', 'gemeinde', 'jugendweihe', 'kirchlich', 'evangelisch', 'konfirmation', 'konfirmieren', 'pastor', 'taufen', 'gottesdienst', 'christ', 'christlich', 'predigen', 'konfirmandenunterricht', 'stadt', 'bischof', 'austreten', 'nennen', 'kind', 'staat', 'gespräch', 'sozialistisch', 'stelle', 'stalinstadt', 'letzter', 'geschichte', 'schließen', 'herr', 'christenlehre', 'taufe', 'schön', 'ddr', 'zahl', 'trauen', 'niemöller', 'ort', 'einladen', 'fürstenwalde', 'religionsunterricht', 'beerdigung', 'staatlich', 'gehören', 'baracke', 'vortrag', 'bräuer', 'feierlich', 'bekennend', 'bauen', 'superintendent']

223 ['ausstellung', 'gedenkstätte', 'museum', 'stadt', 'ort', 'geschichte', 'arbeit', 'projekt', 'gruppe', 'einrichtung', 'haus', 'jüdisch', 'ehemalig', 'verein', 'nationalsozialismus', 'idee', 'veranstaltung', 'unterstützen', 'pädagogisch', 'villa', 'forschung', 'zeigen', 'historisch', 'schüler', 'initiative', 'gesellschaft', 'stelle', 'entstehen', 'jude', 'stadtarchiv', 'gemeinde', 'anfang', 'achtziger', 'raum', 'zeitzeuge', 'führung', 'synagoge', 'konzept', 'presse', 'mitglied', 'vorstand', 'führen', 'gründen', 'entwickeln', 'essen', 'gebäude', 'zusammenarbeit', 'förderverein', 'geld', 'öffentlichkeit']

224 ['mensch', 'land', 'gesellschaft', 'system', 'deutschland', 'welt', 'politik', 'freiheit', 'zukunft', 'meinung', 'erfahrung', 'funktionieren', 'letzter', 'generation', 'europa', 'gerne', 'demokratie', 'umwelt', 'verändern', 'umweltschutz', 'afd', 'staat', 'wünschen', 'wert', 'million', 'rechter', 'schlecht', 'partei', 'sozial', 'möglichkeit', 'reden', 'hinblick', 'fazit', 'problem', 'lösung', 'wirtschaftlich', 'heutig', 'extrem', 'frage', 'wiedervereinigung', 'falsch', 'schauen', 'europäisch', 'vergessen', 'jugend', 'helfen', 'stimmen', 'politiker', 'unglaublich', 'sicht']

225 ['jamlitz', 'cottbus', 'lieberose', 'brechen', 'uff', 'lieberos', 'forst', 'lübben', 'lachen', 'stocken', 'nennen', 'iss', 'pusten', 'lager', 'stöhnend', 'tag', 'russe', 'richtig', 'richtung', 'zeit', 'jungs', 'mensch', '45', 'gube', 'gloobe', 'freundin', 'ss', 'keene', 'lübbenau', 'gaststätte', 'stein', 'ketschendorf', 'beeskow', '50', 'inne', 'bürgermeister', 'fürstenwalde', 'nischen', 'sägewerk', 'letzter', 'wende', 'kz', 'drüben', 'eisenhüttenstadt', 'kommandantur', 'eenmal', 'richard', 'globe', 'berlin', 'zwee']

226 ['akte', 'stasi', 'bericht', 'gauck', 'bespitzeln', 'akt', 'vermuten', 'spitzel', 'behörde', 'sicherheit', 'antrag', 'wende', 'einsehen', 'mitarbeiter', 'ddr', 'staatssicherheit', 'stimmen', 'verfassungsschutz', 'geheimdienst', 'überprüfen', 'feststellen', 'beobachten', 'kollegin', 'ablehnen', 'vernichten', 'passieren', 'denunzieren', 'begründen', 'begründung', 'tisch', 'stasiakt', 'beantragen', 'leipzig', 'margot', 'ausschließen', 'verantwortlich', 'personalakt', 'pfanne', 'hauen', 'geheim', 'stasiakte', 'berlin', 'nachweisen', 'vermutung', 'behaupten', 'angabe', 'verdacht', 'staatsanwalt', 'spion', 'einsicht']

227 ['walter', 'fritz', 'brandt', 'ulbricht', 'otto', 'willy', 'hess', 'klaus', 'minister', 'thälmann', 'peter', 'pieck', 'grotewohl', 'wilhelm', 'wörtlich', 'würzburg', 'zitat', 'sympathisch', 'hans', 'umschreiben', 'tot', 'verschieden', 'art', 'max', 'ernst', 'lothar', 'theodor', 'schutz', 'schildern', 'güttel', 'rudolf', 'piek', 'aussprache', 'schah', 'vergessen', 'fassen', 'dreimal', 'volk', 'lenin', 'führer', 'spitz', 'rahmen', 'einladung', 'hervorragend', 'verordnung', 'erklären', 'beliebt', 'broschüre', 'inwiefern', 'figur']

228 ['wussen', 'richtig', 'wussten', 'gehören', 'kennen', 'passieren', 'spät', 'hören', 'zeit', 'reden', 'erfahren', 'merken', 'wusste', 'tag', 'versuchen', 'ahnung', 'stimmen', 'gott', 'letzter', 'geschichte', 'mitkriegen', 'angst', 'schlimm', 'falsch', 'frage', 'anfang', 'unterhalten', 'fallen', 'hingehen', 'treffen', 'bescheid', 'erklären', 'moment', 'vorsichtig', 'komisch', 'gefährlich', 'kopf', 'erleben', 'bestimmen', 'schluss', 'gespräch', 'nennen', 'grund', 'offen', 'ansprechen', 'bewusst', 'überlegen', 'gedanke', 'vermuten', 'ehrlich']

229 ['sport', 'fußball', 'verein', 'sportlich', 'schwimmen', 'sportverein', 'spiel', 'richtig', 'mannschaft', 'ball', 'handball', 'mitmachen', 'sportler', 'turnen', 'vereine', 'sportplatz', 'treiben', 'erinnern', 'spaß', 'freund', 'trainieren', 'zeit', 'jugend', 'turnverein', 'gruppe', 'gewinnen', 'training', 'schach', 'freizeit', 'tennis', 'olympiade', 'schön', 'leichtathletik', 'nennen', 'vereinen', 'trainer', 'stadion', 'tischtennis', 'jungs', 'fußballspiel', 'gerne', '36', 'leistung', 'straße', 'fußballer', 'spieler', 'volleyball', 'mitglied', 'wandern', 'organisieren']

230 ['mensch', 'passieren', 'reden', 'wussen', 'schlecht', 'schlagen', 'schuld', 'stimmen', 'gott', 'wahrheit', 'schlimm', 'kennen', 'ruhe', 'ehrlich', 'geschichte', 'schaffen', 'hören', 'wahr', 'tag', 'angst', 'böse', 'ordnung', 'gehören', 'hart', 'herr', 'hand', 'richtig', 'bestrafen', 'versuchen', 'lieb', 'endlich', 'dumm', 'ruhig', 'merken', 'behandeln', 'kopf', 'strafe', 'anständig', 'erklären', 'melden', 'welt', 'fehler', 'weißen', 'auge', 'stunde', 'mund', 'ordentlich', 'leid', 'zeigen', 'schuldig']

231 ['zimmer', 'küche', 'bett', 'schlafen', 'wohnung', 'schlafzimmer', 'haus', 'wohnzimmer', 'raum', 'tisch', 'fenster', 'keller', 'tür', 'möbel', 'schrank', 'schön', 'flur', 'wohnen', 'räume', 'matratze', 'schlief', 'decken', 'boden', 'etage', 'kochen', 'einrichten', 'treppe', 'wand', 'zweiter', 'putzen', 'ofen', 'hof', 'holz', 'herd', 'spät', 'richtig', 'toilette', 'platz', 'decke', 'stühl', 'ecke', 'morgens', 'mitte', 'stube', 'sauber', 'mussen', 'kinderzimmer', 'sofa', 'zimmern', 'sessel']

232 ['fernuniversität', 'universität', 'fernstudium', 'student', 'professor', 'hochschule', 'fernuni', 'betonen', 'lachen', 'hagen', 'kurs', 'anfang', 'kollege', 'institut', 'weiterbildung', 'projekt', 'gründungsausschuss', 'herr', 'zfe', 'studienbrief', 'fachbereich', 'university', 'fach', 'fakultät', 'rektor', 'wissenschaftlich', 'spät', 'tübingen', 'studium', 'studierend', 'peters', 'studienzentren', 'senat', 'mathematik', 'medium', 'stelle', 'mitarbeiter', 'aufgabe', 'forschung', 'zentrum', 'anbieten', 'rolle', 'pädagogisch', 'gruppe', 'akademisch', 'hochschullehrer', 'entwickeln', 'berufen', 'rau', 'relativ']

233 ['sterben', 'krankenhaus', 'krank', 'arzt', 'tag', 'schwer', 'operieren', 'operation', 'woche', 'letzter', 'schlimm', 'krankheit', 'tod', 'herz', 'tot', 'krebs', 'passieren', 'bein', 'schlecht', 'helfen', 'pflegen', 'herzinfarkt', 'gesund', 'spät', 'anrufen', 'kopf', 'bett', 'schmerz', 'besuchen', 'magen', 'warten', 'schlaganfall', 'ärztin', 'zweiter', 'rente', 'klinik', 'professor', 'rufen', 'gott', 'feststellen', 'medikament', 'körper', 'gesundheitlich', 'überleben', 'tochter', 'folge', 'doktor', 'verlieren', 'stunde', 'merken']

234 ['angst', 'schlimm', 'mensch', 'furchtbar', 'erleben', 'zeit', 'kind', 'gott', 'gefühl', 'passieren', 'schrecklich', 'schwer', 'schön', 'situation', 'richtig', 'weinen', 'fallen', 'erlebnis', 'fühlen', 'schaffen', 'moment', 'fürchterlich', 'schlecht', 'hören', 'helfen', 'verlieren', 'froh', 'erinnerung', 'hoffnung', 'gelitten', 'traurig', 'hoffen', 'sterben', 'gedanke', 'unheimlich', 'auge', 'glück', 'wahnsinnig', 'leid', 'freude', 'leiden', 'begreifen', 'ruhig', 'tod', 'reden', 'spüren', 'merken', 'empfinden', 'erfahrung', 'dankbar']

235 ['schule', 'klasse', 'lehrer', 'kind', 'lernen', 'lehrerin', 'erinnern', 'eltern', 'unterricht', 'schüler', 'spät', 'schulzeit', 'vierter', 'mädchen', 'grundschule', 'schuljahr', 'fünfter', 'volksschule', 'gymnasium', 'besuchen', 'dritter', 'zeit', 'zweiter', 'sechster', 'achter', 'unterrichten', 'einschulen', 'schlecht', 'mittelschule', 'siebter', 'erinnerung', 'letzter', 'straße', 'jungs', 'direktor', 'normal', 'streng', 'gerne', 'schulklasse', 'nachmittags', 'rechnen', 'rektor', 'kindheit', 'zehnter', 'schülerin', 'wechseln', 'abschließen', 'schulhof', 'freund', 'tafel']

236 ['licht', 'strom', 'elektrisch', 'gas', 'wasser', 'leitung', 'kohle', 'lampe', 'bauen', 'öl', 'kraftwerk', 'elektriker', 'pumpe', 'verlegen', 'pumpen', 'kabel', 'heizung', 'elektrizität', 'brennen', 'stunde', 'wasserwerk', 'funktionieren', 'anmachen', 'schalten', 'turbin', 'petroleum', 'schalter', 'reparatur', 'kerze', 'energie', 'petroleumlampe', 'reparieren', 'monteur', 'mast', 'bedienen', 'siemens', 'batterie', 'gerät', 'dunkelheit', 'haken', 'beschäftigen', 'installieren', 'turbine', 'störung', 'platzen', 'abschalten', 'keller', 'motor', 'wasserleitung', 'maschine']

237 ['münchen', 'bayern', 'berlin', 'dachau', 'nürnberg', 'bayrisch', 'unwahrscheinlich', 'preußisch', 'bonn', 'verbindung', 'köln', 'preuße', 'bayerisch', 'salzburg', 'düsseldorf', 'schicken', 'erinnerung', 'preuß', 'habich', 'koblenz', 'augsburg', 'korps', 'furchtbar', 'franken', 'privat', 'wien', 'mainz', 'münchener', 'österreich', 'nora', 'menge', 'atlanta', 'hessen', 'unglaublich', 'michelle', 'henrik', 'wiesbaden', 'lewin', 'garmisch', 'goetheinstitut', 'miterleben', 'fürchten', 'museum', 'krankengymnastin', 'bayer', 'frankfurt', 'wunderschön', 'präsident', 'rheinland', 'motor']

238 ['gruppe', 'trinken', 'trocken', 'alkohol', 'alkoholiker', 'jüdisch', 'krankenhaus', 'therapie', 'saufen', 'trockenheit', 'woche', 'anonym', 'ipuf', 'toi', 'freund', 'gesoffen', 'passieren', 'abstinenz', 'alkoholismus', 'helfen', 'bier', 'wohnung', 'patient', 'bewusst', 'alkoholikerin', 'versoffen', 'versuchen', 'rückfall', 'abhängig', 'ändern', 'zufrieden', 'problem', 'ehrlich', 'nass', 'funktionieren', 'besoffen', 'flasche', 'gott', 'auto', 'angucken', 'alkoholfrei', 'kneipe', 'scheiße', 'ansprechen', 'rauskommen', 'kohle', 'tag', 'hingehen', 'hand', 'schaffen']

239 ['zeit', 'versuchen', 'möglichkeit', 'schaffen', 'land', 'entscheiden', 'aufgabe', 'hilfe', 'führen', 'verfügung', 'plan', 'letzter', 'übernehmen', 'grund', 'planen', 'damalig', 'aufbauen', 'ablehnen', 'durchführen', 'lage', 'bitten', 'gelingen', 'bauen', 'problem', 'einsetzen', 'einzeln', 'aufnehmen', 'gewiß', 'entstehen', 'unterstützung', 'unterstützen', 'stelle', 'erreichen', 'helfen', 'antrag', 'vorschlag', 'kommission', 'verwaltung', 'menge', 'zuständig', 'sorgen', 'organisieren', 'verschieden', 'planung', 'bereit', 'erfolg', 'idee', 'entscheidung', 'sogenannter', 'beschließen']

240 ['russe', 'russisch', 'iphe', 'intavp', 'deutsch', 'lager', 'offizier', 'sowjetisch', 'zone', 'soldat', 'passieren', 'intavpn', 'kriegsgefangen', 'freundschaft', 'gehören', 'russland', 'gefangener', 'relativ', 'gefangenschaft', 'spät', 'sanitäter', 'deutschsowjetisch', 'intmc', 'magdeburg', 'deutsche', 'vorn', 'libau', 'bubi', 'barack', 'umgekehrt', 'göttingen', 'russen', 'arzt', 'jungens', 'schildern', 'russin', 'insterburg', 'stunde', 'erwähnen', 'drüben', 'trudchen', 'besatzungszone', 'vorkommen', 'einschließen', 'einzeln', 'schließen', 'schach', 'verurteilen', 'kontakt', 'odessa']

241 ['kind', 'kindergarten', 'eltern', 'krippe', 'gruppe', 'schön', 'einrichtung', 'wende', 'schule', 'erzieher', 'erzieherin', 'ausbildung', 'lernen', '', 'ddrzeit', 'leiterin', 'zeit', 'ddr', 'hort', 'dresden', 'gerne', 'arbeit', 'mutti', 'erziehung', 'erinnern', 'kindergarte', 'kindergärtnerin', 'kinderkrippe', 'betreuen', 'kindergärt', 'kindheit', 'gehören', 'abholen', 'kollege', 'beschäftigung', 'kita', 'erleben', 'fallen', 'tag', 'freiheit', 'alltag', 'erziehen', 'sozial', 'schaffen', 'lehrer', 'raum', 'wendezeit', 'stunde', 'bestimmen', 'glück']

242 ['arbeit', 'institut', 'abschließen', 'schicken', 'rubel', 'fabrik', 'werk', 'leiter', 'aufnehmen', 'beenden', 'absolvieren', 'armee', 'stelle', 'moskau', 'komsomol', 'deutschland', 'schloss', 'fachschule', 'berufsschule', 'klasse', 'technisch', 'hochschule', 'ausbildung', 'lernen', 'direktor', 'rente', 'kurs', 'sewastopol', 'krieg', 'technikum', 'studieren', 'spät', 'ingenieur', 'wechseln', 'prüfung', 'minsk', 'schule', '1947', 'entlassen', 'abendschule', 'zweiter', 'sekretär', 'studienjahr', 'versetzen', 'kündigen', 'rufen', 'diplom', 'stellvertretend', 'besuchen', 'leiterin']

243 ['staat', 'mensch', 'sozialismus', 'sozialistisch', 'republik', 'entwicklung', 'sozial', 'ddr', 'land', 'politisch', 'demokratisch', 'kapitalismus', 'gesellschaft', 'demokratie', 'möglichkeit', 'gesetz', 'staatlich', 'weimarer', 'arbeit', 'schaffen', 'bewegung', 'arbeiter', 'sowjetunion', 'rolle', 'grundsätzlich', 'unterschied', 'system', 'verhältnis', 'frage', 'richtig', 'passen', 'ideologisch', 'wirtschaft', 'bildung', 'ordnung', 'masse', 'gewiß', 'industrie', 'ökonomisch', 'weltanschauung', 'problem', 'kraft', 'zeigen', 'form', 'richtung', 'volk', 'gewalt', 'marx', 'begriff', 'menschlich']

244 ['polizei', 'gefängnis', 'polizist', 'verhaften', 'tag', 'gestapo', 'schlagen', 'einsperren', 'strafe', 'verurteilen', 'erwischen', 'spät', 'verstecken', 'bestrafen', 'gericht', 'festnehmen', 'melden', 'freund', 'abholen', 'woche', 'verhören', 'passieren', 'wussten', 'kennen', 'führen', 'rufen', 'klauen', 'straße', 'treffen', 'geschichte', 'erschießen', 'kz', 'schnappen', 'tasche', 'stecken', 'erfahren', 'wussen', 'angst', 'sperren', 'freilassen', 'abführen', 'papier', 'knast', 'gendarm', 'haft', 'gefangener', 'stehlen', 'chef', 'zeigen', 'grund']

