0 ['mutter', 'kind', 'oma', 'vater', 'erinnern', 'eltern', 'opa', 'haus', 'kindheit', 'erinnerung', 'schwester', 'familie', 'großeltern', 'großmutter', 'zeit', 'wohnen', 'bruder', 'schule', 'spät', 'großelter', 'richtig', 'schön', 'geschwister', 'dorf', 'zuhause', 'gebären', 'krieg', 'sterben', 'garten', 'tante', 'großvater', 'onkel', 'hof', 'gewohnen', 'puppe', 'straße', 'alter', 'gerne', 'verbringen', 'erwachsen', 'tant', 'prägen', 'papa', 'schlimm', 'mama', 'spielzeug', 'zimmer', 'elf', 'freundin', 'feri']
32 ['walter', 'rathaus', 'bürgermeister', 'rabenstein', 'siegmar', 'bauen', 'wahr', 'krieg', 'kutzner', 'gehören', 'gemeinde', 'straße', 'chemnitz', 'herr', 'stadt', 'kennen', 'joa', 'nachkriegszeit', 'kirche', 'übernehmen', 'melden', 'bau', 'gasthof', 'pieck', 'ulbricht', 'angreifen', 'hinaus', 'drinnen', 'lublin', 'grotewohl', 'gewiß', 'maurer', 'stadtbezirk', 'bauamt', 'bürgermeisterin', 'paul', 'baumeister', 'kroner', 'kommunist', 'herüber', 'herunter', 'gemeinderat', '000', 'ziegel', 'sigmar', 'polar', 'zeichnung', 'gestehen', 'wendt', 'ausbauen']

33 ['gold', 'ring', 'golden', 'schmuck', 'kette', 'silber', 'wegnehmen', 'abgeben', 'uhren', 'tasche', 'ringe', 'finger', '25', 'zeigen', 'verstecken', 'wert', 'verkaufen', 'kaufen', 'rot', 'wertvoll', 'helfen', 'glänzen', 'geschenk', 'schenken', 'ohrring', 'eheringe', 'erkennen', 'freuen', 'schlüssel', 'armbanduhr', 'armband', 'abnehmen', 'uhrmacher', 'jungs', 'ehering', 'geschäft', 'uri', 'silbern', 'wertsachen', 'durchsuchen', 'bronze', 'sonne', 'berg', 'schmuckstück', 'zettel', 'schatulle', 'weggenommen', 'brosch', 'ohrringe', 'goldschmied']

34 ['atmen', 'lachen', 'herr', 'fernuni', 'batti', 'prof', 'jurist', 'dr', 'fakultät', 'juristisch', 'projekt', 'eisenhardt', 'speyer', 'wunderbar', 'justiz', 'geschichte', 'einführung', 'rektor', 'hagen', 'anbieten', 'betreiben', 'herrn', 'juristin', 'dis', 'kurs', 'rufen', 'anwaltsberuf', 'dissertation', 'stelle', 'jura', 'rektorat', 'schnalzen', 'jurastudium', 'präsident', 'öffentlich', 'programm', 'anwalt', 'gleichstellungskommission', 'klopfgeräusch', 'räusper', 'unglaublich', 'aufbauen', 'extrem', 'haratsch', 'richterin', 'schonmal', 'fernuniversität', 'brüssel', 'siebziger', 'fandel']

35 ['leitung', 'otto', 'lothar', 'grubenwehr', 'marburg', 'güttel', 'befinden', 'soziologie', 'oderbruch', 'oberführer', 'soziologe', 'frankenberg', 'abu', 'freienwalde', 'völkerrecht', 'kraftfahrer', 'gosch', 'hoffmann', 'brunn', 'blankenfelde', 'zivilschutz', 'helge', 'turbulent', 'barriere', 'motza', 'schawuot', 'schwarzenberg', 'abendroth', 'überwinden', 'gruppenführer', 'enkeltrick', 'herankommen', 'hofmann', 'honorarprofessor', 'spritzer', 'streiken', 'schuhwichse', 'telekom', 'eitanim', 'aneignen', 'amar', 'olof', 'blücher', 'tzova', 'fernmeldetruppe', 'vorladung', 'sylvia', 'trenn', 'rucksack', 'klausolof']

36 ['bremen', 'bremerhaven', 'beck', 'glogau', 'meiningen', 'radau', 'magnus', 'betonen', 'heerstraße', 'weser', 'schiff', 'kriegswoche', 'kriegsende', 'hafen', 'köchin', 'flur', 'lofa', 'norwegisch', 'wasserwerk', 'schwachhauser', 'gröpelingen', 'rasen', 'gurken', 'sherry', 'findorff', 'besatzungstruppe', 'sozial', 'astra', 'waller', 'rigoro', 'housekeeper', 'pfeiffer', 'stenografiere', 'verbundenheit', 'walle', 'marcusallee', 'breit', '515', 'zeppelin', 'beigegang', 'erschwerend', 'ruf', 'rahm', 'jan', 'klingelzeichen', 'waleska', 'hörer', 'sögestraße', 'buddel', 'reingemacht']

37 ['saf', 'petersburg', 'st', 'olja', 'melitopol', 'wolodja', 'quadratmeter', 'lwow', 'swetlana', 'stelle', 'werkzeug', 'hierhin', 'fläschchen', 'zuvor', 'sedjenane', 'gewöhnlich', 'amur', 'weggefahren', 'priester', 'mischa', 'quadratmetern', 'caponata', 'gemeinschaftswohnung', 'senior', 'warensachverständig', 'allergie', 'entbindungsstation', 'ingenieurin', 'nikola', 'amursk', 'insel', 'pardon', 'zentimeter', 'behindertenausweis', 'komsomolsk', 'brotlad', 'tatjana', 'verfluchen', 'laborassistentin', 'standesamt', 'saugen', 'cologne', 'pulkowo', 'staatsbürgerschaft', 'poliklinik', 'perestroika', 'mateur', 'maniküre', 'ann', 'hüttchen']

38 ['traum', 'träumen', 'träume', 'zukunft', 'träum', 'vergangenheit', 'wünsche', 'aufwachen', 'alptraum', 'einschlafen', 'gegenwart', 'betonen', 'verfolgen', 'mecklenburg', 'pubertät', 'realität', 'bildung', 'gedächtnis', 'wöbbelin', 'verwirklichen', 'mittlerweile', 'illusion', 'gehtsn', 'überzeugung', 'schüchtern', 'verzinkerei', 'berg', 'mythos', 'chemoprojekt', 'herausforderung', 'erwachen', 'erfüllung', 'gestalt', 'ruf', 'abgucken', 'geträumt', 'fremdwort', 'ministerin', 'lebensträume', 'hähnchen', 'ruhr', 'alpträume', 'sehnsucht', 'gedanke', 'zukunftsplan', 'schneebedeckt', 'rücktritt', 'schlaftablett', 'berufswünsch', 'vereint']

39 ['onkel', 'tante', 'mutter', 'schwester', 'familie', 'vater', 'tant', 'bruder', 'cousin', 'cousine', 'wohnen', 'kind', 'haus', 'krieg', 'sterben', 'besuchen', 'verwandter', 'besuch', 'spät', 'großmutter', 'verwandtschaft', 'verwandt', 'verwandte', 'brüder', 'oma', 'überleben', 'heiraten', 'schicken', 'söhne', 'sohn', 'zurückkommen', 'fallen', 'aufnehmen', 'tochter', 'verheiraten', 'ankommen', 'tot', 'erfahren', 'vetter', 'letzter', 'eng', 'geschichte', 'helfen', 'hof', 'sommer', 'geschäft', 'verlieren', 'verlassen', 'abholen', 'verbindung']

40 ['schweiz', 'schweizer', 'schwerin', 'zürich', 'basel', 'neustrelitz', 'albert', 'munkatsch', 'lörrach', 'wismar', 'matthias', 'mecklenburg', 'teßmannsdorf', 'parchim', 'sophiendorf', 'grenze', 'rostock', 'toni', 'besuch', 'ankommen', 'küstrin', 'ort', 'ursprünglich', 'postkarte', 'perleberg', 'schweitzer', 'lago', 'katalog', 'schweriner', 'schweizern', 'dranske', 'neutral', 'neubuckow', 'neubauer', 'beworben', 'züricher', 'tierarzt', 'glatt', 'bezeichnung', 'mittendrin', 'krummen', 'förderklasse', 'eng', 'immernoch', 'karpate', 'pritzwalk', 'katherina', 'jawohl', 'maggiore', 'abschlußklasse']

41 ['männlich', 'weiblich', 'typisch', 'duzen', 'heinrich', 'geduzt', 'ereignis', 'psychologie', 'geschlecht', 'muster', 'siezen', 'le', 'lübke', 'führung', 'anreden', 'team', 'eigenschaft', 'männern', 'havre', 'sigrid', 'untersuchen', 'sz', 'verschweigen', 'vorname', 'friedlich', 'ausschnitten', 'latte', 'führungsstil', 'rudolf', 'wechseln', 'auftrag', 'duzten', 'gesiezt', 'frust', 'weibliche', 'doppel', 'sozialpsychologie', 'ältestenrat', 'soziologie', 'aufsatz', 'duze', 'ratsch', 'untersuchung', 'altersbedingt', 'hagelstange', 'mecklenburger', 'unterscheidung', 'kzaufseherin', 'pappe', 'vorbau']

42 ['sport', 'fußball', 'verein', 'sportlich', 'schwimmen', 'sportverein', 'spiel', 'mannschaft', 'zeit', 'mitmachen', 'richtig', 'ball', 'handball', 'sportler', 'treiben', 'turnen', 'jugend', 'spaß', 'trainieren', 'turnverein', 'schön', 'sportplatz', 'gerne', 'vereine', 'freizeit', 'training', 'gruppe', 'gewinnen', 'jugendlich', 'tennis', 'trainer', 'jungs', 'schach', 'leichtathletik', 'freund', 'stadion', 'erinnern', 'tischtennis', 'fußballspiel', 'fußballer', 'rolle', 'fußballverein', 'nennen', 'volleyball', 'olympiade', 'relativ', 'wandern', 'spieler', 'leistung', 'erfolg']

43 ['spanien', 'spanisch', 'portugal', 'spanier', 'deutschland', 'portugiesisch', 'madrid', 'barcelona', 'portugiese', 'deutsch', 'lissabon', 'hamburg', 'ochtrup', 'franco', 'ausländer', 'kahn', 'indien', 'bürgerkrieg', 'besuchen', 'friedrichstadt', 'hotel', 'kolonie', 'herr', 'berühmt', 'absolut', 'international', 'masur', 'heymann', 'studieren', 'ehre', 'mallorca', 'begeistert', 'aschkenasim', 'angola', 'verlassen', 'französisch', 'paris', 'hauptsächlich', 'inseln', 'flingern', 'grieche', 'glücklich', 'italienisch', 'ortrup', 'fahrstuhl', 'jahrhundert', 'betty', 'peru', 'flinger', 'internat']

44 ['43', '42', '44', '41', '40', '45', '1943', 'anfang', '1942', '1944', 'ausgebombt', 'evakuieren', 'herbst', 'sommer', 'krieg', '1941', '1940', 'angriff', 'essen', '39', 'schicken', 'kinderlandverschickung', 'evakuierung', 'schluss', 'woche', 'thüringen', 'frühjahr', '1945', 'winter', 'einziehen', '27', 'kriegsend', 'verschicken', 'österreich', 'entschuldigung', 'knapp', 'weihnachten', 'neunzehnhundert', 'sachsen', 'post', 'abziehen', 'bombenangriff', 'entlassen', 'ostpreuß', 'sauerland', 'zurückgehen', 'stalingrad', 'verbringen', 'hinkommen', 'vormarsch']

45 ['jüdisch', 'jude', 'erinnern', 'synagoge', 'religiös', 'gemeinde', 'hebräisch', 'familie', 'rabbiner', 'vater', 'stadt', 'synagog', 'israel', 'orthodox', 'jiddisch', 'feiertag', 'nennen', 'lernen', 'schabbat', 'kippur', 'beten', 'schule', 'pessach', 'kind', 'rabbi', 'religion', 'viertel', 'ort', 'nichtjude', 'gebet', 'jom', 'essen', 'tag', 'fest', 'haus', 'zuhause', 'fromm', 'bar', 'helfen', 'rosch', 'tora', 'art', 'ungarisch', 'befinden', 'cheder', 'zionistisch', 'kosch', 'straße', 'hut', 'bruder']

46 ['dessau', 'damaskus', 'souhier', 'bitterfeld', 'beirut', 'lokomotivführer', 'bruder', 'eisenbahn', 'bilmatschiwka', 'bachmatsch', 'wasserpumpstation', 'wiesbaden', 'syrien', 'buch', 'amman', 'flug', 'arabisch', 'messe', 'botschaft', 'bein', 'leipzig', 'delitzsch', 'zwinger', 'kape', 'saaz', 'syrer', 'amir', 'nahida', 'bernburg', 'holzweißig', 'pryluky', 'petersroda', 'gehilfe', 'fahrn', 'anita', 'jordanien', 'hotel', 'ratep', 'wolf', 'hören', 'zerbst', 'mokka', 'bozen', 'weinstube', 'ckb', 'flugplatz', 'visa', 'prosigk', 'heim', 'wassertrüding']

47 ['weiss', 'erinnern', 'getto', 'freund', 'heisst', 'lengefeld', 'hiess', 'rose', 'draussen', 'cousin', 'tag', 'lodz', 'familie', 'rosen', 'jüdisch', 'ahnung', 'uniform', 'jude', 'ansehen', 'schliesslich', 'fangen', 'nachman', 'spass', 'grossmutter', 'grund', 'liessen', 'flossenbürg', 'unternehmen', 'sassen', 'kerl', 'beschreiben', 'sonnenberg', 'gegend', 'bäckerei', 'sass', 'landen', 'zurückkommen', 'gelegenheit', 'hinüber', 'hassen', 'scheune', 'laster', 'laden', 'hanka', 'verzeihung', 'schimon', 'czenstochau', 'dauern', 'schwierigkeit', 'entkommen']

48 ['erwin', 'laube', 'micky', 'sarah', 'waldorfschule', 'massiv', 'jäger', 'stall', 'fein', 'michel', 'klönen', 'mädel', 'pflegemutter', 'reiter', 'zuschneider', 'stückchen', 'schippen', 'feldspital', 'interessant', 'flakartillerie', 'anreisen', 'stumm', 'währungsunion', 'ausbeuter', 'pfarrer', 'siegerland', 'behelfswohnung', 'straße', 'nase', 'kleene', 'ratlos', 'georg', 'london', 'stöcker', 'leidwesen', 'übriglassen', 'ufa', 'prämie', 'bundestagsabgeordneter', 'zweitwohnung', 'maus', 'bausch', 'dampflok', 'europaparlament', 'parkallee', 'nähmaschinen', 'halbtägig', 'knick', 'freu', 'rutschen']

49 ['gymnasium', 'schule', 'abitur', 'latein', 'internat', 'griechisch', 'vater', 'oberschule', 'eltern', 'humanistisch', 'französisch', 'englisch', 'lehrer', 'klasse', 'schüler', 'besuchen', 'volksschule', 'sogenannter', 'schulzeit', 'studienrat', 'realgymnasium', 'grundschule', 'realschule', 'oberrealschule', 'direktor', 'relativ', 'staatlich', 'feri', 'stipendium', 'klosterschule', 'schließen', 'städtisch', 'naturwissenschaftlich', 'detmold', 'sexta', 'fremdsprache', 'lateinisch', 'damalig', 'pfadfinder', 'notabitur', 'schicken', 'gymnasi', 'schulgeld', 'fördern', 'dritter', 'mathematik', 'quarta', 'reich', 'zweig', 'naturwissenschaften']

50 ['fahrrad', 'fahrräder', 'rad', 'straße', 'kilometer', 'räder', 'fuß', 'radtour', 'auto', 'kaputt', 'lachen', 'gegend', 'sommer', 'fahrn', 'moped', 'wald', 'markt', 'radfahrer', 'räusperen', 'runde', 'aufziehen', 'tour', 'scheibe', 'fahrrädern', 'strecke', 'spielplatz', 'rädern', 'verkehr', 'radeln', 'himmelfahrt', 'jugendherberge', 'radfahren', 'pedal', 'ohr', 'fein', 'klauen', 'forsthaus', 'umkippen', 'stehengelassen', 'reparieren', 'schieben', 'rausgefahren', 'laterne', 'freihändig', 'warburg', 'rostock', 'ränder', 'schach', 'bengel', 'leihen']

51 ['amerikaner', 'amerikanisch', 'engländer', 'englisch', 'amerika', 'soldat', 'deutsch', 'britisch', 'krieg', 'zone', 'deutschland', 'england', 'ami', 'engländern', 'gefangenschaft', 'neger', 'deutsche', 'offizier', 'brite', 'schwarz', 'franzose', 'besatzung', 'jeep', 'nett', 'französisch', 'bremen', 'gebiet', 'furchtbar', 'schokolade', 'passieren', 'organisieren', 'freund', 'alliierter', 'husten', 'park', 'frankreich', 'truppe', 'schwarze', 'alliiert', 'besatzungszone', 'feind', 'besatzungsmacht', 'vergessen', 'grohn', 'rüber', 'relativ', 'kriegsend', 'usa', 'beschlagnahmen', 'zigarett']

52 ['zimmermann', 'edith', 'manfred', 'otto', 'herbert', 'doktor', 'warnen', 'renate', 'dicht', 'winfried', 'dr', 'sternberg', 'hilfspolizist', 'stufe', 'klinkhammer', 'abend', 'normalverbraucher', 'vogt', 'juwelier', 'sprichwort', 'nordpark', 'leichenkommando', 'fernsehen', 'karl', 'einfinden', 'ast', 'burger', 'überraschen', 'williams', 'tribüne', 'martin', 'löwenberg', 'naiv', 'flittchen', 'rudolf', 'durchgegeben', 'platte', 'engler', 'müller', 'volkswagen', 'ost', 'hasebrink', 'antinationalsozialistisch', 'schneeberger', 'rangsdorf', 'eduard', 'kommandieren', 'gisela', 'liederbuch', 'maika']

53 ['müller', 'willi', 'hans', 'paul', 'horst', 'fritz', 'schulz', 'heinz', 'karl', 'albert', 'herr', 'meier', 'otto', 'tot', 'franz', 'ludwig', 'kurt', 'schmidt', 'berger', 'schneider', 'becker', 'hoffmann', 'hermann', 'schmitz', 'siegfried', 'wilhelm', 'peter', 'hugo', 'kenn', 'kaufmann', 'herrn', 'heinrich', 'erich', 'klaus', 'werner', 'herbert', 'helmut', 'friedrich', 'huber', 'schade', 'georg', 'schumacher', 'kranz', 'alfred', 'bestätigen', 'martin', 'jakob', 'wessel', 'brandt', 'kramer']

54 ['bielefeld', 'lippe', 'westfalen', 'land', 'detmold', 'herford', 'münster', 'lemgo', 'kennen', 'nordrhein', 'lippisch', 'dortmund', 'minden', 'herr', 'arbeit', 'weser', 'hannover', 'landesverband', 'kreis', 'kreisbeauftragter', 'interessant', 'interessiert', 'freiraum', 'korfsmeier', 'ehemalig', 'vlotho', 'kommission', 'schäfer', 'schmidt', 'nordrheinwestfalen', 'karte', 'tätigkeit', 'süwer', 'gorki', 'geographie', 'gartenbaudirektor', 'leiten', 'binz', 'kuhlmann', 'geographisch', 'biologisch', 'kreise', 'regierungspräsident', 'bielefelder', 'lipper', 'heimatbund', 'kreisverwaltung', 'förster', 'blomberg', 'heimatkunde']

55 ['moskau', 'leningrad', 'peterhof', 'sekretär', 'abschließen', 'nummer', 'leiter', 'großmutter', 'gatschina', 'kirow', 'blockade', 'stassi', 'syndikat', 'lisa', 'sestrorezk', 'kronstadt', 'schicksal', 'osten', 'murmansk', 'moskauer', 'kgb', 'hör', 'linie', 'petersburg', 'verhaften', 'nikolai', 'minsk', 'dikanka', 'hauptbuchhalter', 'stellvertretend', 'geschickt', 'rehabilitieren', 'versetzen', 'taschkent', 'oberst', 'archangelsk', 'entlassen', 'schicken', 'odessa', 'hauptbuchhalterin', 'umziehen', 'innenministerium', 'hauptverwaltung', 'orenburg', 'juri', 'mironowka', 'nowogrudok', 'lettland', 'gebietskomitee', 'alexander']

56 ['bauer', 'hof', 'dorf', 'landwirtschaft', 'bauernhof', 'bauern', 'bäuerin', 'scheune', 'wirtschaft', 'land', 'stall', 'landwirt', 'kühe', 'landwirtschaftlich', 'feld', 'knecht', 'vieh', 'pferd', 'arbeiter', 'höfe', 'kuhstall', 'übernehmen', 'dörfer', 'söhne', 'flüchtling', 'landwirte', 'ort', 'bürgermeister', 'melken', 'stroh', 'pferde', 'winter', 'aussuchen', 'kilometer', 'umgebung', 'bewirtschaften', 'reich', 'pferdestall', 'bauernhaus', 'landarbeit', 'unterbringen', 'hektar', 'magd', 'verpachten', 'schleswig', 'pflichtjahr', 'knechte', 'gehöft', 'felder', 'nähe']

57 ['prag', 'tscheche', 'tschechisch', 'tschechoslowakei', 'deutsch', 'tschechei', 'lager', 'sudetenland', 'tschechien', 'theresienstadt', 'grenze', 'transport', 'gehören', 'ort', 'böhmen', 'karlsbad', 'bratislava', '1945', 'prager', 'slowakei', 'republik', 'aussig', 'reich', 'esk', 'post', 'herr', 'armee', 'miroov', 'mähr', 'dresden', 'budjovice', 'platz', 'öffnen', 'tschechen', 'kerl', 'zurückkehren', 'überleben', 'deutsche', 'protektorat', 'kriegsend', '1938', 'anstellen', 'saaz', 'richtung', 'gebiet', 'schloss', 'heim', 'st', 'österreich', 'gasthaus']

58 ['burg', 'vorsitzend', 'bezirksverwaltung', 'krumlov', 'esk', 'vorsitzender', 'nadeschda', 'oksböl', 'budjovice', '1968', 'gemeinde', 'funktionär', 'rom', 'georgijewna', '1971', 'ingenieur', 'gemeindeverwaltung', 'schuhfabrik', 'jake', 'lienfeld', 'kleingartenverein', 'wermut', '1952', 'parteiorganisation', 'mlad', 'nationalausschusse', 'eisenbieger', 'sommerlager', 'mnv', 'behördlich', 'sekretär', 'reinke', 'vorkommen', 'durchsetzen', 'zurücktreten', 'eller', 'unterwanderung', 'patchelli', 'wasiljewna', 'kreisvorstand', 'funktionäre', 'inessa', 'chlum', 'held', 'dreieinhalb', 'fehlgeburten', 'feuern', 'stupn', 'schulungsleiter', 'avanti']

59 ['vogel', 'handelsblatt', 'erika', 'zwitschern', 'wirtschaft', 'leise', 'herbert', 'schleswig', 'herauf', 'hassel', 'eckernförde', 'potthoff', 'säule', 'redaktion', 'fischfabrik', 'korrespondent', 'nazi', 'erhardt', 'helferin', 'wundern', 'marine', 'hintergrund', 'jahrgang', 'holstein', 'gaswerk', 'marianne', 'kiel', 'westerholt', 'schluß', 'friedrich', 'lachend', 'freiheit', 'hufschmidt', 'marktwirtschaft', 'buchhalter', 'auslandskorrespondent', 'lizenz', '07', 'anfangs', 'einfluß', 'herunter', 'stauffenberg', 'korrespondentin', 'wirtschaftszeitung', 'währung', 'gewerkschaftszeitung', 'konfirmieren', 'kindergarten', 'konkurs', 'erben']

60 ['villa', 'hompel', 'dritter', 'johanna', 'münster', 'reich', 'land', 'dorsten', 'aufgreifen', 'josef', 'moses', 'seminar', 'stegemann', 'herr', 'horst', 'polizei', 'stadthalle', 'winkel', 'diskutieren', 'nrw', 'finanzverwaltung', 'ordnungspolizei', 'wulfen', 'verstrickung', 'lembeck', 'israel', 'dorst', 'marl', 'forschungsgruppe', 'ten', 'kern', 'kommission', 'parallel', 'aufsuchen', 'finanzieren', 'bemühung', 'authentisch', 'enthüllung', 'friedhelm', 'debatte', 'argumentation', 'zählen', 'geschichtsort', 'quellen', 'abrahamsohn', 'schock', 'farthmann', 'wiechers', 'säule', 'skeptisch']

61 ['lager', 'baracke', 'buchenwald', 'jamlitz', 'lazarett', 'russe', 'barack', 'ketschendorf', 'russisch', 'häftling', 'entlassen', 'mühlberg', 'deutsch', 'transport', 'tor', 'entlassung', 'melder', 'offizier', 'verpflegung', 'posten', 'tag', '46', '47', 'zone', 'essen', '48', 'küche', 'möglichkeit', 'jugendliche', 'jugendlich', 'melden', 'brot', 'kommandant', 'kontakt', 'zeit', 'sachsenhause', 'russland', 'nennen', 'sogenannter', 'bataillon', 'kommando', 'satz', 'extra', 'schlimm', 'kultura', 'sowjetisch', 'bunker', 'häftlinge', 'appell', 'sergeanten']

62 ['stasi', 'ddr', 'staatssicherheit', 'gefangener', 'knast', 'spitzel', 'berlin', 'westen', 'politisch', 'gefängnis', 'woche', 'bespitzeln', 'wende', 'bundesrepublik', 'haft', 'akte', 'ständig', 'westberlin', 'stasiakt', 'cottbus', 'vogel', 'bautzen', 'verhaftung', 'ministerium', 'inhaftieren', 'angeblich', 'entlassen', 'ehemalig', 'ostberlin', 'antiquität', 'sogenannter', 'spion', 'vertretung', 'keller', 'mitarbeiter', 'strafvollzug', 'beobachten', 'arrest', 'agent', 'zelle', 'sammlung', 'rauskommen', 'regel', 'hohenschönhausen', 'faust', 'innerdeutsch', 'vernehmer', 'bundesbürger', 'ausreiseantrag', 'hungerstreik']

63 ['verbindung', 'student', 'herr', 'studieren', 'semester', 'studentenverbindung', 'korps', 'schlagend', 'studentenbund', 'kv', 'corps', 'studium', 'burschenschaft', 'göttingen', 'schacht', 'direktor', 'clausthal', 'senior', 'corpsstudent', 'chor', 'universität', 'zipfel', 'fechten', 'kämpfer', 'studentisch', 'fochten', 'cv', 'farbe', 'saxionia', 'unternehmer', 'ehefrau', 'korporatione', 'streiten', 'antonovna', 'farbentragend', 'geno', 'hannoverschmünd', 'montur', 'altherrenschaft', 'stammbaum', 'komisch', 'fuchsmajor', 'laienkunst', 'stresemann', 'valentina', 'teilnehmer', 'schal', 'rechtsanwalt', 'genf', 'bürger']

64 ['alexandra', 'frolowna', 'woronesch', 'salzwedel', 'ausbildung', 'kleberg', 'valentina', 'grenzes', 'sinije', 'lipjagi', 'dorf', 'dussja', 'klötz', 'fünfeinhalb', 'schurik', 'katjuscha', 'delitzsch', 'annegret', 'nürnberg', 'armeestation', 'häftlingslager', 'lbg', 'schura', 'starkstrom', 'kazape', 'spruch', 'scheunen', 'einladen', 'olja', 'hausdurchsuchung', 'daraufhin', 'landwirtschaftsschule', 'ehemann', 'klebergs', 'bezirkssozialamt', 'pawlowsk', 'sinotschka', 'adoptivtochter', 'grigorevna', 'irma', 'zirkus', 'tschapajewa', '104', 'oskol', 'garibaldi', 'hierherkamen', 'cortina', 'landgut', 'staryj', 'grenzsetzer']

65 ['gotha', 'hohenlimburg', 'langensalza', 'entsinnen', 'aschera', 'dekorateur', 'hara', 'sagta', 'holger', 'jungens', 'waggonfabrik', 'entschädigung', 'bonn', 'tabarz', 'enteignung', 'nölle', 'brüdergasse', 'iserlohn', 'siebzehnt', 'thüringen', 'bad', 'selten', 'ansässig', 'gerad', 'besitzen', 'anschließend', 'unabhängigkeit', 'klinik', 'bauingenieur', 'neugebauer', 'fleischbeschauer', 'gruppentherapie', 'polsterer', 'masal', 'fortuna', 'pauli', 'helene', 'ems', 'lustia', 'hierüber', 'landfrauenschule', 'orangerie', 'reininghaus', 'kesselgasse', 'schmitz', 'zerira', 'bechor', 'silbern', 'jena', 'drinnen']

66 ['schlagen', 'bestrafen', 'strafe', 'schläge', 'hart', 'prügel', 'verprügeln', 'schlimm', 'prügeln', 'erinnern', 'kopf', 'hand', 'tag', 'ohr', 'stock', 'rufen', 'peitsche', 'hauen', 'erwischen', 'gesicht', 'bett', 'streng', 'schlag', 'geschlagen', 'brutal', 'rücken', 'peitsch', 'knüppel', 'ordentlich', 'gefängnis', 'bestrafung', 'schreien', 'fliehen', 'beschimpfen', 'treten', 'ohrfeig', 'entschuldigen', 'strafen', 'zuschlagen', 'weh', 'aufstehen', 'fliegen', 'schlägen', 'wand', 'art', 'jungs', 'zusammenschlagen', 'ohrfeigen', 'schimpfen', 'reihe']

67 ['zeitung', 'artikel', 'journalist', 'zeitschrift', 'nachricht', 'presse', 'redakteur', 'chefredakteur', 'bericht', 'redaktion', 'welt', 'tag', 'post', 'kennen', 'anzeige', 'blatt', 'freiheit', 'berliner', 'meldung', 'tageszeitung', 'überschrift', 'bild', 'abonnieren', 'papier', 'rheinisch', 'nennen', 'verlag', 'nationalzeitung', 'deutsch', 'journalistisch', 'melden', 'woche', 'journalismus', 'meinung', 'volkszeitung', 'drucken', 'verbieten', 'rundschau', 'spiegel', 'richtig', 'austragen', 'öffentlich', 'annonce', 'zeitungsartikel', 'bildzeitung', 'informieren', 'karl', 'herausgeben', 'kommentar', 'leser']

68 ['klub', 'storch', 'einsatz', 'spitznamen', 'gumbinnen', 'elmshorn', 'abstand', 'pistole', 'begrüßen', 'leistung', 'hindernis', 'gumbinne', 'treten', 'neidenburg', 'trauerfeier', 'krankenstube', 'benehmen', 'preetz', 'spitzname', 'lust', 'insterburg', 'kompaniefeldwebel', 'aok', 'luder', 'leprastation', 'litauen', 'lea', 'kruglanke', 'gumbinn', 'betreffen', 'nachthemd', 'egon', 'reihenfolge', 'elsa', 'klubleiterin', 'hefte', 'dorfrat', 'itzehoe', 'kladde', 'bereiten', 'rausgefunden', 'heinrichsmeier', 'ostpreußen', 'pistolentasche', 'trauerzug', 'mao', 'verzeihung', 'trakehn', 'tischbein', 'pistolentasch']

69 ['israel', 'kibbuz', 'gruppe', 'hebräisch', 'palästina', 'jude', 'bewegung', 'tel', 'aviv', 'jerusalem', 'lager', 'land', 'zeit', 'ort', 'einwanderung', 'armee', 'tunesien', 'araber', 'kfar', 'kerngruppe', 'befinden', 'zypern', 'marokko', 'eretz', 'verlassen', 'beit', 'organisieren', 'hatzair', 'geschichte', 'wussten', 'spät', 'arabisch', 'tunis', 'gehören', 'harold', 'eingewandern', 'organisation', 'art', 'haschomer', 'brigade', 'problem', 'zionistisch', 'schicken', 'jugend', 'atlit', 'wandern', 'ramat', 'menge', 'haifa', 'einwandern']

70 ['geschäft', 'kaufen', 'verkaufen', 'laden', 'einkaufen', 'markt', 'konsum', 'geld', 'kunde', 'verkäuferin', 'übernehmen', 'ware', 'liefern', 'teuer', 'aufmachen', 'billig', 'schön', 'lebensmittel', 'stadt', 'firma', 'handel', 'bezahlen', 'verkauf', 'kennen', 'betrieb', 'bestellen', 'privat', 'schließen', 'aufgeben', 'händler', 'großhandel', 'handeln', 'führen', 'preis', 'kaufhaus', 'aufbauen', 'produkt', 'filiale', 'lebensmittelgeschäft', 'kosten', 'schaufenster', 'ho', 'normal', 'bruder', 'anbieten', 'bedienen', 'kundschaft', 'kaufmann', 'mussen', 'bäcker']

